# General
## Title
### Hydropower Inflow (Reservoir); data for ENTSO-E PECD Version 4.2; file version fv1
## Abstract
### ERA5
## Date
### 2025-06-17
## Date type
### Publication: Date identifies when the data was issued
## Unit
### MWh
## URL
### https://cds.climate.copernicus.eu/
## Data format
### CSV
## Keywords
### ERA5 : reanalysis : Copernicus : C3S : C3S Energy : ICS
## Point of contact
### Individual name
#### Alberto Troccoli
### Electronic mail address
#### info@inclimateservice.com
### Organisation name
#### Inside Climate Service
### Role
#### Owner: Party that owns the resource
# Usage
## Access constraints
### Intellectual property rights: The IP of these data belongs to the EU Copernicus programme
## Use constraints
### Creative Commons
## Citation(s)
### Hersbach, H.; Bell, B.; Berrisford, P.; Hirahara, S.; Horanyi, A.; Munoz-Sabater, J.; Nicolas, J.; Peubey, C.; Radu, R.; Schepers, D.; et al. The ERA5 global reanalysis. Q. J. Roy. Meteor. Soc. 2020, 146, 1999-2049, doi:10.1002/qj.3803
## Temporal extent
## Begin date
### 2024-01-01-0000
## End date
### 2024-12-23-0000
## Temporal resolution
### 7 days
## Geographic bounding box
### westBoundLongitude -31.00
### eastBoundLongitude 45.00
### southBoundLatitude 18.00
### northBoundLatitude 75.00
## Spatial resolution
### Pan-European Bidding Zones Onshore
# Lineage Statement
## Original Data Source
## Statement
### The original data sources are ECMWF ERA5 Reanalysis (available at: https://cds.climate.copernicus.eu)
#
Date,AL00,AT00,BA00,BG00,CH00,CZ00,DE00,ES00,FI00,FR00,GR00,HR00,ITCA,ITCN,ITCS,ITN1,ITS1,ITSA,ITSI,ME00,MK00,NOM1,NON1,NOS1,NOS2,NOS3,PL00,PT00,RO00,RS00,SE01,SE02,SE03,SE04,SK00,TR00
2024-03-11,175440.15612997825,14072.86653461461,126568.09622724236,42846.91884608525,160074.93452629328,15705.691457258596,5771.148819929007,557453.9729435475,148094.21822062382,442941.7737548821,85163.41675909498,106064.53358791085,20267.799560525524,24356.18336901411,55133.50808466561,256425.1563372883,6622.167428334653,5805.228817565127,416.1597739330455,28618.526955144647,32973.29494159632,18996.908837140018,125557.43825214388,112773.81509451954,201257.9953420874,0.0,1029.0772085140327,331789.17541540245,68951.8509746834,19380.59962159553,45512.00423494342,212658.2234402274,195699.9632148555,36017.09983732802,1522.9552286789697,1280662.035048044
2024-03-18,153547.00017838346,16552.41051594541,123013.9283037767,44267.15950572678,185282.24625303005,14811.370257989734,4906.81263946691,468290.5591180784,167246.99761760636,440916.2041761184,76012.34984246001,93967.72256429444,19658.12860178389,22451.533174559707,53190.910486535744,259161.5171373984,6342.9798968088135,4973.140492415001,398.52813352375273,27537.377018071147,30251.98227225366,38535.669749846325,123694.23013357616,103698.59697099458,271750.79076765134,3913.130486240165,970.2890430247724,230248.1708105176,66785.38318210785,19581.478694101355,47896.80890810299,309341.91472969414,195570.3134658298,37683.94792233119,1479.7249545224886,1371477.215457311
2024-03-25,143790.3999433916,20035.383690108112,118767.643258424,51991.77358326554,200646.24441073395,14647.161135150329,5336.076867596607,844783.6463819393,180810.57472077425,533423.6782108948,64845.0828736488,86547.82682560614,18879.31535392289,21474.054125936524,51670.65552766502,311021.77515038464,5778.595992778723,5247.208770844185,390.16040350995945,27365.628898761275,32303.93975317906,55455.18290886784,112346.8129153949,125304.25276194478,529080.5399698992,18829.91274231797,852.4209427260417,343141.8943231738,77407.59029562122,18608.289077213663,60208.93829617512,357883.7281493044,260872.0983168968,37166.529958805695,1490.6809208394634,1331487.9052184613
2024-04-01,128472.69649443256,31432.7732968746,107151.65810654552,50994.61266326988,324910.3694013496,14640.764152966844,4754.900252473983,748292.7219424191,196287.8297303784,563428.7474528138,59394.67120473117,76588.0176165638,18870.583111259857,20465.742387140832,49164.08660009132,326309.7005602007,5326.853358550381,4836.30169815242,367.13426462496136,24855.452877382337,29532.00538943199,54453.62298810885,106839.4235253693,117336.4429346872,425003.1521381185,2226.0386451414624,962.916464564272,343777.74826849095,78519.38510068445,18284.91993396034,61929.67916142725,338506.7525587326,259200.2844536377,41339.26810121134,1506.2638664439014,1283786.2868681876
2024-04-08,115565.13990251282,48288.971128933386,90542.21870154486,47098.65524087974,406053.7205966567,13067.141393370606,6157.600227664615,585587.8809856859,300071.98577593075,550195.6157495191,55277.53564569685,49716.23890897184,18675.585732146686,16439.722400269886,44462.93398638981,353529.03243867954,4889.667872480322,4504.275577433882,369.5363146722301,22400.236600565444,27341.99411054705,138550.1249225015,164949.5494602807,209012.7448944644,810351.9487211157,131012.96386507127,844.7844579298019,283322.3557325321,75082.09742518605,20498.622631592847,82495.88450890982,712764.320549158,371143.05323802674,37505.31964438276,1293.7577194869457,1259405.280069177
2024-04-15,137289.81995820077,30004.10469234515,93539.77259174472,52157.52169313699,269493.4720877407,13120.25599252986,4818.832565732148,484731.286636278,252038.48572286463,495296.0216108709,51518.86892029916,53469.11237431642,18528.08657778456,16556.33830334442,43091.39205157395,339306.8229503563,5192.217926356949,3786.342700746341,474.585238050693,25245.6402441226,33771.750988723295,83700.40509832124,124298.47211722688,126559.0335550466,494787.113508506,54426.99603978973,900.6757993288543,223264.7478813369,78580.70819945772,16346.907224086415,81743.51353387121,476179.34630125377,306320.3938662285,38170.686751074725,1408.7390329015118,1191088.3525044604
2024-04-22,162845.96859617997,23160.28080383397,90762.65156133196,53570.61642446661,214101.3770451125,12834.038493057198,5386.414615492419,477873.69262856257,243633.54175872484,514941.8114817381,50338.32341422317,61529.21513168407,18377.998549722663,16253.242509937822,40323.93178274561,340312.9951856913,5021.332562674721,3614.60296737272,438.0235703606441,24588.60841498944,33016.8542813981,88799.69337298576,123945.20919542266,135924.7155380165,387962.7586118184,43689.596760446686,870.9607213445347,185482.855418698,77708.87441449905,15647.280349706803,101244.03490523534,486104.6967000768,308274.26025089377,36229.81174136893,1415.9414140417955,1097043.2253257476
2024-04-29,154381.0679685395,42470.90835739951,85021.94254570166,54618.29427241695,410390.506040976,11940.187895064,7186.760261119763,502889.57744803774,465790.6902195398,555451.956231602,48607.15285454799,57159.05824781406,18618.569265758,15353.057716037396,41336.89511631183,364282.10074823216,4851.537328449327,3706.469981140548,400.710826419818,20157.44756605436,33028.42801891298,476332.926382691,147268.24957761334,391973.935859986,1460818.4420756467,440185.4623941035,749.6385449450406,168398.6330340132,78132.69576965683,14561.841667211018,551418.4206916707,1520796.077683646,436163.9259669816,29007.12405387618,1217.5201881139465,1195292.99289445
2024-05-06,133055.35712759,47028.25114664886,79723.43766798418,56179.14634916011,657654.7901513643,12532.806699268618,6703.530303322336,448372.3387890822,581982.70643644,540482.0972358986,48128.83607557663,44981.3935448994,18909.296063886955,16500.94371737374,37597.28884848423,367109.5012822063,4831.62077273473,3191.263227613479,463.0417660461234,15491.6462106467,31860.424715753183,619530.7235333648,219424.7254183037,481277.2781157129,1925831.8793799465,888354.4618921102,674.5040799062955,152766.23952720728,77671.35299169275,14193.606124347723,302950.36710554606,1982631.642374919,433132.5205717528,24350.674959669752,1145.025729282175,1204579.142044459
2024-05-13,118949.77623935156,59426.935297330536,75593.96431609622,52039.31930941162,728865.9375372168,12287.697294688554,8246.505355712272,469076.1265641568,707426.0472916891,543023.995363564,47274.34198733589,47623.22666003821,18975.988574519943,16243.160489840177,35128.87191957047,398376.6364468539,4815.122579985129,2905.036009098608,522.9968198295986,13642.048892451186,34750.61556695934,694959.0957922474,663689.3302323791,541456.9121804432,2322140.942174107,1326562.7722201853,595.8459678381145,148512.41655007086,73312.90718899344,14384.214317489255,1296309.2847586896,2469208.0769546977,398869.77861724864,21560.624289305364,1161.303105096758,1157115.8162858507
2024-05-20,117489.81369551204,77765.70304987014,73717.28892894153,48277.456797955805,735154.2425881254,12926.694790288706,9596.692276389593,437833.4909623769,621427.2096829799,547713.7559898988,48362.97835473516,49945.71114864081,18889.849201161025,12984.221544448816,34127.30924115843,409234.0388267912,4764.647014192775,3574.8659871533846,494.1390435399159,14888.040202953647,31186.230373424853,673394.227708503,869920.8973114869,544627.7963486124,2407978.380717246,1399957.227410114,581.1267450950171,131346.13459245412,74060.65018421767,15387.46784937246,1363160.426005666,2096553.470691973,340393.4654927526,19414.518914719167,1366.319115896572,1233681.32790602
2024-05-27,104903.8212515862,75364.55236002845,71529.59125642836,44762.60656217345,729387.2285930645,16707.407045496646,8918.732679338866,375462.4104295104,353361.10443207907,515287.25412236655,49122.84369265706,51438.94394630751,18950.85329981744,13317.333159626907,31832.74028032963,426150.581433923,4794.035462398618,3060.882548303485,690.8236828125965,21560.83891194512,26517.57690292273,576452.3930201003,987512.7034090256,543316.5040733463,2440921.9163371213,1387291.8541798273,722.0993255625638,104566.13339334258,72158.93947353444,14460.96079174412,1388726.03687304,1736505.3865885912,276103.89209211164,17256.902041782658,1507.3902503010636,1171757.93172596
2024-06-03,81639.35573876528,106426.96218535818,62024.43530799839,40932.75239676681,845848.1533219462,17695.525897874304,10026.360771062187,360160.76163588976,273694.7469218557,493858.0225358104,49121.31044118365,45833.86187233016,19409.024778989668,13883.008051219964,29839.026085713765,433769.62830744847,4956.952834130442,2692.3920437997203,695.8818719117648,13916.705218599533,20138.156561823616,444657.8663782349,983708.9096647436,514492.32661331113,1927060.4801803369,1119856.468190548,695.9368661666892,103878.55856452808,70593.34159864351,14462.48641851808,1349989.7098290932,1649220.7682632855,256590.2588258116,17603.038411466823,1683.4212062561908,992167.5505092356
2024-06-10,66022.40369490882,89677.96038386547,64306.68995564136,31611.30818876884,778071.9733376369,16973.10711818308,8440.838942067703,341412.44651201915,268861.6793416817,487061.349813925,51260.38488428926,49777.04053439258,19408.158002775424,14260.343783910075,28497.87524607496,434617.33297327306,5038.134194746493,2422.0187774709334,754.8339200128385,9523.055621397009,15174.067788694414,387773.6433833612,903242.9145949368,504603.9376705866,2013711.5574032848,1218787.1009393742,795.8225839874309,85938.16237995712,69706.50403072295,13711.293121705306,1117651.1086576018,1366563.620356529,250343.86657563265,18650.44201705017,1706.0536239314815,795605.2975319881
2024-06-17,50533.48212520191,105686.38054304924,56186.50751760646,18658.26665511943,840016.6090143649,15098.862493384631,9669.92080069476,336429.99193227047,261184.82983493,501840.3957962724,48855.711734589895,44478.15446498343,19501.29163287716,13801.52061788756,26182.87790914401,445805.6773777921,5091.819012066833,2387.003177807768,770.2179804173567,6364.449923292796,10001.233560187944,317930.13148255704,909348.653276818,470099.40384704206,1887802.0282851064,1077841.333748696,1017.153153834404,93020.32726391085,71014.268660767,14750.481253343074,1004632.0904093572,967917.4076709242,238318.3060741957,18582.32940554742,1454.9234018533843,796948.4322148437
2024-06-24,45318.52335029776,105717.3916253014,57703.20287649485,10214.277577019857,805533.2278612561,13146.20454791545,10561.243754324676,341468.21529420925,226800.47718895247,493641.5037061087,47641.06311319566,45285.91297863426,19053.72109382669,12605.189039384148,25180.682938644662,451221.38516338094,5113.405963368173,2383.7278957517724,737.2790199550657,4481.78358180777,8344.19320622266,282404.6771535089,816174.771128847,231362.86609340465,962845.77211699,727863.8447130545,849.2910785565135,83663.45171517976,71807.77793783728,14280.636815593814,941030.567307792,773476.0018298543,251224.3654114204,17667.623315498146,1413.1672952504073,775716.5791132435
2024-07-01,45138.881270326034,105779.84018551272,57693.51165856175,10626.794177954727,794756.2931822496,13937.59112347972,8693.402661617249,330998.87808700727,235262.5130533379,487065.2757047861,44226.90345696007,43077.43033058776,19162.93370888914,12031.300083000922,23707.6778606236,449722.3905449761,5142.896253615113,2391.169044288427,650.5734135893247,4477.151465599535,7220.435423252426,324439.32293749234,713947.8794202862,268192.8190048834,966244.1018188344,711951.900210803,829.0683776960628,77070.14973998684,70574.17952304291,13779.56203562105,945711.2154672327,704949.4150963409,241565.1923154801,18526.176565111004,1306.1456078586184,800620.1665131655
2024-07-08,46654.42661654301,98907.88847485137,54403.09055567403,7739.182919888986,745108.4195476057,19065.424507017306,9821.577422363282,335900.69518230273,215231.64448931665,474222.2249193124,43196.34642929577,39207.73795159703,18148.367787420084,12137.993536064334,21255.47293285196,450705.3504830754,5154.868069027267,2599.497418147564,408.9432063953085,5762.360499637856,5887.831524523181,274965.90988675936,632118.6022091558,315310.4450229291,1105730.3807696395,754036.2100267862,1499.5198252605871,76306.27018861551,71221.88333960336,15852.058807352414,709670.0563190102,686112.459556121,232028.0756822464,19924.685003776023,1248.5707326750144,807640.9653889587
2024-07-15,44662.35741099559,88390.84580278295,53844.01460326897,6321.227199070432,700715.3103545893,12716.782172738836,11226.81424591986,322601.2515214066,198324.0918190272,473808.5100389372,41017.96433941173,38142.455408891925,17453.16493744863,10461.705052617552,18513.28633886208,449458.4717744172,5060.748532150581,2594.4803130608825,502.75278866188137,5579.682050225579,5370.855054556201,219497.71083262985,494171.9962934885,285693.9921075504,801985.5111607868,640474.3015667152,1187.4129168392103,70750.89914899702,68873.3006443634,14634.028897102336,609473.7883569273,887112.8318948792,238562.9174297533,19453.811595040224,1136.576660172176,783812.3339409071
2024-07-22,42496.05461513314,82988.07139592354,52883.25917765496,7740.266283766965,673912.3790257621,10777.4495487292,10549.73813237168,324398.9101727473,178109.91710814464,429193.12527304,38099.194452903714,36499.721582623,17208.515043301864,10108.42365389938,17129.114604445964,434832.9623958921,4994.182629638401,2484.3668922558827,402.2987172566525,5399.992591712608,5605.8484237812445,285998.35566856293,497291.2994442962,309747.0031135401,643609.5221254268,573014.6331471951,1309.86300634586,63642.43979268296,66694.68959579902,14840.17849560948,609091.2794006037,928792.5448851858,264924.5423467001,18630.11084944438,1037.824579773497,804484.3764716672
2024-07-29,35167.88283646374,72575.88809942536,52257.42859619562,6283.570474581942,616526.2023579337,10704.28350892895,10873.73944009065,330301.9350325608,184100.5691349553,345289.96012938913,33602.134040388795,34355.98819034331,16743.46062343789,10954.620492914097,16210.110855646795,396065.2102580349,4824.703418369039,2343.940514164257,451.0040406098273,4774.076142051052,5219.395947957687,235774.2415958248,467236.64576148486,263484.88991106825,401062.2879100967,415679.3945070915,1030.603658733188,63269.75788846434,69761.77430357983,16746.117325082476,606045.3381533016,930946.7106481252,248191.47105443428,18359.001678374752,966.3478726600084,829285.9352325553
2024-08-05,22537.83021497916,59389.14635978222,50898.09814132552,4684.50845111988,599092.4389745406,9719.956000083528,11400.19318536381,331121.89831642294,174160.1062875145,304504.97356008505,32700.20546017204,23744.750161796383,16584.9435872673,10487.567354786392,15783.975413615824,359606.2037917559,4741.300571193927,2292.9230955851835,412.0184268627456,4592.898425190855,4623.752020095677,291644.796595703,476246.306360067,254318.32569171148,714087.6388937711,744243.0518788131,957.4386705308424,58799.47411350511,69061.15644310619,18673.0647148392,598827.3273366247,939300.9817857835,274257.38101920666,17918.07808113848,963.7834983825068,803163.2081203504
2024-08-12,20775.623682597987,54524.76749795402,50025.53735216353,4788.6709925484765,584571.0178875448,9396.851038007308,11208.801154146018,314504.51377847034,142542.11905674342,296727.2218957272,31221.111998321867,15032.307715153069,16535.515780406044,11007.79313175884,15302.797285893304,347858.2150721506,4677.225728373799,2123.66161726816,427.8173040820498,3892.8710160906166,3807.606657337997,267508.8839138782,502280.29887927376,214850.93738829976,807448.0446995617,646315.7170361568,877.2709029234322,58452.91809927951,71176.53044459097,20419.26950321259,581764.2842897413,781298.3494072839,239151.5338602994,14857.706008903971,995.848439842922,814826.0317728602
2024-08-19,22826.863446332445,52724.65987622611,50006.4995607124,4602.222879874845,535065.2763053805,9134.430589328276,11347.797470294068,314447.95264060545,174290.92652906833,270710.50582760945,31146.02986056223,21684.210889902817,16654.480087015698,10943.461651085,15414.398606316625,339692.5644008731,4762.384732896836,2107.5700623134217,363.7489515091038,4298.427312835214,4644.167981571004,299756.0312054303,592370.6694932792,307612.7910480749,1222720.2227353822,787119.4081090676,764.7678202609599,59962.66908920043,69239.07210461849,20372.40719520592,596511.1992335911,809900.9236677099,265390.46573285025,15040.417238667693,959.71139149512,776914.2401730724
2024-08-26,24943.40777230893,50719.49965064912,49966.47871472316,6096.377079691154,516736.6735104312,9187.01928890504,12187.00890808432,288504.9453385047,188638.27563529,269600.04821606545,30793.12504911566,14797.625065687058,16672.992365578622,10767.576533736525,15405.878549723564,331485.55826354004,4747.518593137716,2117.8639990407632,359.2483461455418,3500.54768266815,4457.986351408163,307999.0268366058,553893.5678422883,268192.99709464627,901253.6955779196,728436.0131420417,745.7672709275985,59661.41969295317,67719.01411205957,21269.71201599116,539726.1650768677,609873.7329994068,236594.5356851805,13957.402780445624,920.0865919515612,736099.3005528202
2024-09-02,22038.62812314212,49964.15840086243,49721.09546487723,5686.788291708999,494804.48144902097,9145.18414853266,12139.645686140966,284237.26964709704,179726.83380142652,297014.83734795585,30680.70665139982,14308.728956207551,16620.54973619474,10580.726309783044,15296.746233119027,343733.97472120967,4649.589016585302,1749.648083767174,405.41631478641466,1441.2578449624032,4409.897748635206,221594.9430242325,479652.31920084776,282458.4023091788,718063.8497929717,579785.5661920401,669.7715430580519,56078.38963711197,63931.558409038895,22145.841094815405,480653.3950388993,565136.0284291633,217463.5650864591,13329.854356283497,897.9280114618726,672457.6569437442
2024-09-09,46539.22433268091,60636.96297359318,58678.45339085242,11524.1967209519,300791.1125989484,31039.49631591925,8108.090769588592,281834.9442043855,198399.4577081227,274395.8612424564,31256.98429110856,47864.2956628461,16187.447154785415,9464.645446822067,16236.112457451933,330635.36501704995,4362.611739074544,1521.5540892438537,377.84197098214327,24278.76909525671,8377.126267489353,329398.2366845257,456807.916431014,308573.8709946021,925355.2675214217,793489.8459404854,1203.6321240885934,56078.69806732533,61995.900236977606,16546.279216197912,480786.3671274213,615925.1193624455,249838.4072414732,14536.57526819788,1445.3107209848786,648975.9404769591
2024-09-16,51246.78798500863,50913.88737828491,62224.38682491832,9958.982423324096,310806.51899904624,30088.624906319423,8761.747180573573,263599.8720131251,180897.2635948452,275126.1327591791,33149.01019964899,50471.92736494672,14961.655143502012,7180.314334528962,16460.062383160355,314039.57873529854,3642.494189120032,1714.1526648192512,453.9175902742766,24217.70812511444,8803.766224084051,210090.44961989296,394984.3510864696,254352.82324361923,604360.4160922898,442708.7611356415,950.1012796355432,59284.04959803369,62422.10247191185,15867.287207196956,367856.9623927281,514283.228178541,198810.6906968062,13752.431146702214,1325.435599112152,654247.4466545421
2024-09-23,56613.63280981541,52425.59471059893,67326.40293397519,10983.000450519532,283808.4721199553,29081.184567928954,6194.839116605915,262366.58631624473,210688.46222703587,320634.02521195303,31825.41577047992,52110.605301708056,15592.125944762316,8667.48387466465,16481.70368524158,311851.45844936185,3579.059359546514,1566.2699829466394,648.6647960994401,22349.043817238315,8346.137476782282,292129.9761150432,449027.6217443626,247159.6802715728,465027.7446970556,360788.0228188129,649.2138351301898,65187.90172526776,60748.91992579632,15054.865433125386,448742.30240076,716171.7963307598,263582.0225420984,19504.12771585366,1263.1339251991478,600647.9112118896
2024-09-30,81511.37867338565,46455.92848694224,85731.75888681634,12743.914907370405,263832.0573322005,26037.4376113424,5419.0228598487765,271574.0458560138,237073.04220581485,292470.19005770405,32059.668652697765,82296.821786069,14480.26906720354,6704.544964517429,17089.97681223558,331731.6588615931,3359.588206756185,1527.4542149533468,640.0881305981559,27261.426761441875,9101.55699650638,328284.09829699807,403312.7130591461,205040.76363979903,378506.88643912657,233974.3412727432,661.1497614415512,79923.12336739429,63258.948717911946,17413.43010681333,375538.499521897,706711.78896049,216597.0709733088,18438.211550367945,1338.75395173191,567450.0562267257
2024-10-07,80807.05332971246,46128.47155257037,83981.88385675634,10151.863736579247,290552.9125889715,25576.4743507517,5639.139849808804,287928.6030514527,297989.21899071254,384678.6470781547,31189.944316232773,83423.2153474326,14251.605261182694,6665.724475126466,18310.39454994324,359744.6358896796,3323.8573871564367,1603.8631604097675,714.5111025239268,49800.90342528894,9219.881762819155,279228.8976990013,407304.6680509682,240066.08952768985,850313.2018173807,266235.7186147397,756.6660897650135,113944.21823945567,64475.83535031001,16311.852634280309,377100.78759158414,820476.7450156355,261658.518927426,24452.80714955641,1269.799548898438,569660.7060578712
