# General
## Title
### Hydropower Inflow (Run Of River); data for ENTSO-E PECD Version 4.2; file version fv1
## Abstract
### ERA5
## Date
### 2025-06-17
## Date type
### Publication: Date identifies when the data was issued
## Unit
### MWh
## URL
### https://cds.climate.copernicus.eu/
## Data format
### CSV
## Keywords
### ERA5 : reanalysis : Copernicus : C3S : C3S Energy : ICS
## Point of contact
### Individual name
#### Alberto Troccoli
### Electronic mail address
#### info@inclimateservice.com
### Organisation name
#### Inside Climate Service
### Role
#### Owner: Party that owns the resource
# Usage
## Access constraints
### Intellectual property rights: The IP of these data belongs to the EU Copernicus programme
## Use constraints
### Creative Commons
## Citation(s)
### Hersbach, H.; Bell, B.; Berrisford, P.; Hirahara, S.; Horanyi, A.; Munoz-Sabater, J.; Nicolas, J.; Peubey, C.; Radu, R.; Schepers, D.; et al. The ERA5 global reanalysis. Q. J. Roy. Meteor. Soc. 2020, 146, 1999-2049, doi:10.1002/qj.3803
## Temporal extent
## Begin date
### 2024-01-01-0000
## End date
### 2024-12-23-0000
## Temporal resolution
### 7 days
## Geographic bounding box
### westBoundLongitude -31.00
### eastBoundLongitude 45.00
### southBoundLatitude 18.00
### northBoundLatitude 75.00
## Spatial resolution
### Pan-European Bidding Zones Onshore
# Lineage Statement
## Original Data Source
## Statement
### The original data sources are ECMWF ERA5 Reanalysis (available at: https://cds.climate.copernicus.eu)
#
Date,AL00,AT00,BA00,BE00,BG00,CH00,CZ00,DE00,ES00,FI00,FR00,GR00,HR00,HU00,IE00,ITCA,ITCN,ITCS,ITN1,ITSA,ITSI,LT00,LU00,ME00,NL00,NOM1,NON1,NOS1,NOS2,NOS3,PL00,PT00,RO00,RS00,SI00,SK00,TR00,UK00
2024-03-11,35106.80002263616,334581.33281361643,1689.12367166819,6373.315572105857,24862.23323185593,260467.9389879352,20903.126210385748,293835.41135123494,131270.99140258058,233612.3986144632,1116334.9374777616,1983.537865753293,34918.147084805205,4399.558212253596,11478.6206578873,2733.038481406534,8893.604337633895,38364.60528973641,308888.9597791611,770.8601059564917,1641.5764663213936,12916.611506616398,3273.137635562899,2797.8650693686136,2853.096652201901,29126.769983232705,25854.25113459528,177304.16046289087,120240.36711319104,10402.836657733897,53854.26165731273,8572.286455639989,217648.61544345584,140247.57483875903,53257.04416502424,74670.29979998326,317759.6857124406,91240.3879805181
2024-03-18,31312.89183158956,340543.2501154324,1669.431705559061,6049.806372093781,23454.238994740164,270077.410103543,21335.72169281722,295410.10078356654,128599.99598672526,225013.93932845304,1074401.6175788934,1886.5851569891008,34772.26671589468,4721.180097680538,11265.793485079195,2606.4347733285326,7834.722950755131,36400.20321583809,331441.1722767912,743.549489226934,1510.0197080559408,11641.058459193488,3211.688450316545,2701.049063304035,2735.988202361931,34331.93731841049,24110.10326836574,181357.26075111423,122741.1125865783,12859.828453600505,53299.46344710322,5856.361904763081,217351.8493076964,138085.8432606064,54592.70873491301,73277.30155407368,314377.82075295324,90033.44168505422
2024-03-25,33063.786703109115,352501.68469752086,1593.8697222025585,5902.941286117882,26661.07951468797,297625.5058810503,21475.74336947106,304328.7572306889,138492.9710751593,230129.178085034,1150691.0824572344,1681.3435268491571,36349.44183089393,4989.127703744126,12553.26546885877,2514.640109088125,9216.870661504272,37102.9503966946,347915.2964784513,770.4711694018772,1389.1064189623537,10138.06994545106,3185.278527387835,2688.0449446561547,2567.189063821505,38910.17134875922,21665.446752818105,192666.949614971,126465.61806681966,11567.125574166585,47905.849378215,9936.38023134503,206666.9654806084,135416.21754304838,59788.29090488474,70100.26349063955,332404.82112108124,90512.48182251616
2024-04-01,28795.05977662087,376279.1569722165,1519.3791049327103,5789.658580911511,26325.117162427403,306131.7740404478,21013.91863807452,347029.6052004193,142529.21564600585,224193.4386594201,1155445.6028049742,1407.8075158125994,39309.45250072365,5072.959391921534,12401.654720113182,2366.018205843076,8429.408128461424,34930.86317803939,410232.1457264324,740.2066047875296,1249.6573621049777,9803.2001910701,2843.501900633088,2154.145383175852,2657.4581756517327,29749.83754560697,21984.394833498263,203742.8800822665,125312.19072633443,9976.022805232406,51291.23012987803,9006.540085771272,195733.34653847825,120202.33307684916,58787.583232882665,69901.24540679704,369330.8275330811,91470.1029613918
2024-04-08,27399.553187716643,377204.55749480746,1229.903677299924,5451.513450277967,23511.542069959407,351789.3583833167,20131.98650999916,350315.8099445147,139180.6143069416,228186.883265602,1132559.0668079448,1573.3947525834374,36248.64733397368,5484.892292635386,11592.255109008713,2235.673250294079,6641.960014263605,30655.852746076493,513829.1581869558,763.3951700800953,917.6080623517236,8919.050491657414,2592.050910404624,1985.827780300517,2530.5981539226063,48575.02371566902,28816.42332912685,220889.94052224272,130860.10827180604,15822.853480231435,43270.35775398837,6916.703489856022,175396.09933412328,109614.69721566018,40881.42677115685,65014.32215079248,383866.0416462572,94523.67084801292
2024-04-15,31899.93590913453,419517.90360543225,1231.4809808614018,5815.800669817233,28426.06487502712,313545.2766006133,19008.25986841761,345733.6690655481,138975.98807963837,227556.3325235138,1011573.4407058844,1822.4837388933108,29518.74237231055,5379.742413947271,10892.413759310792,2399.1077142143145,6353.65789126366,32327.848671106764,445517.7241062607,724.4876526794886,909.3311587529104,9556.17778398413,2692.23616088632,2045.5442614472552,2751.21584634479,48198.05119009894,22741.634752171987,206365.3971477293,124910.9982602656,12821.35039455678,46369.58052838576,5335.386512546029,191437.96650423616,123449.95623545446,46861.19533071049,63352.058879633856,420854.552941056,93014.56579059247
2024-04-22,36146.85315964818,410084.1182608584,1153.7541061125687,5686.209650459109,31164.313099098672,283659.301314299,18553.79085650583,344219.4011568838,134187.65714236227,233164.0296702898,1034871.7911246652,1613.962483612059,30352.44820569801,5554.595979733675,9620.722557127176,2296.8657018734457,7198.7489047720255,31658.044128536658,374742.1542496069,721.4233892254134,872.2729563867849,9711.071182587302,2597.7064609138447,2057.525867664056,2787.9269753846334,48763.72800326961,24014.07018389143,184236.11771040343,124077.89863554662,11001.372904005017,43154.09835873551,4343.989409451249,201583.95047404213,123731.3806586939,54319.21065056711,64269.08829922094,385520.5184024936,92477.58014874037
2024-04-29,34122.508369601506,416000.4918132603,1150.0693807976895,5553.513290441318,34345.41429446201,300705.1432829043,18229.369927454634,344474.6732651957,144116.3358034688,274165.0741854481,1107774.4876426316,1563.080720042705,35330.63177545395,5728.248457188802,8673.279763799668,2197.707208610765,8140.526825581617,33212.67071132285,419293.7926818212,746.6962452172952,849.2602120173103,9167.200557285716,2513.2614622901183,1983.496176945727,2723.767928581217,73875.56767186457,32652.75171794238,263240.23571649176,122873.04433332635,19241.58565027359,37329.611023412646,4333.7115322120935,188710.8594254689,128846.2449084005,62558.97781254346,61557.99809894428,402540.7128583167,91787.33891137443
2024-05-06,31917.018221814145,433474.6099412207,1087.182183115311,5277.520138567562,39317.086445879984,424042.1442312882,17878.653476922926,340854.8956790552,139747.56260243538,309355.9187283348,1101812.3074490002,1622.0180983144307,34480.397354166475,5728.066762535631,6311.634601211248,2448.288405975941,6976.459742232961,31442.1988146647,520460.5921948687,766.8811862089808,940.455693063994,8604.502609698417,2301.186569639415,1737.8608881335765,2505.9577995709515,76145.6971017774,34487.66736132191,283251.4546194016,117920.01250175016,19658.147168496507,33707.85274590741,3011.0753252399536,193147.2028908426,129279.38914026004,59523.72402650891,59357.970978835314,403535.5642938333,87403.0612344629
2024-05-13,28229.942668396045,458979.20645732136,1045.540586507151,5824.448671364448,40725.652068415184,471049.5409466605,17079.544075683163,328975.6237719633,141161.8692985806,326831.5027960663,1133678.2066010486,1733.3688921010971,35244.97199821855,6031.575569560833,6411.353031936661,2171.202012242249,6140.461046567958,30285.88534095308,583537.75222033,969.8798092020934,1054.0210852095502,7229.66867023809,2493.0433051197315,1628.4311429277273,2365.281372370655,76129.12178563053,40772.725956395065,295800.2716170708,106259.98965745055,18637.63957821446,31971.975516461425,2508.473870526091,186217.08605279488,125486.25562257836,65528.79689520234,59742.53828490799,394491.499306137,86091.67165028314
2024-05-20,24418.32939364637,497453.83036456304,952.8762598911388,5819.505452687394,40786.30987893369,480487.4091615591,17052.223619993885,355749.9115158614,139684.99589678005,320353.983707483,1125589.7916874054,2446.749145135619,36818.48349358564,5985.663633186562,6517.405380234513,2041.7818233637915,6542.888365959434,30039.33897172772,600529.4994454614,989.2951309532398,986.6245207576644,6287.176167492064,2612.250363336081,1475.1823651818104,2621.016152270043,76444.8612735581,40402.950053282846,295110.0622029134,101244.75721835972,19584.63069158779,30589.08472391945,2227.804098844624,185383.4010316784,133252.5673978971,72705.18366258995,68072.15353547773,378444.54784670094,86887.61047125404
2024-05-27,19046.05363063764,498983.5727151199,923.3335192264332,5887.927749650063,39594.75975345611,486895.33192268416,19498.78665931589,366305.8428506178,126642.6111519208,283684.23943078984,1111922.0968030996,2457.820342442677,38361.53301732904,5916.414588963588,5900.547258806592,1914.2619477114863,5795.742258462505,28744.395587628827,606189.3779686035,1193.784597290501,1199.7554943538296,5591.984138154759,2479.5168820533954,1806.963074227576,2553.609232746988,71181.08573147225,33704.54155017596,300106.3293832651,91746.10465442478,19715.81391413556,30104.617627613698,1901.9263065526875,195531.70921695995,127690.78240228872,77056.24782185418,74497.33970591435,343941.91549059993,80441.84521999113
2024-06-03,11653.942973075526,501826.0496106382,750.0067184034169,5314.021375716475,36293.041549151785,640869.6151951447,19566.0040750368,367170.80969519983,115447.96408835604,261295.4951784977,1077763.6791478316,2859.4613525151003,36050.17223541359,5706.084773340516,5753.633039518851,1705.1019903332192,4507.413902743849,26459.265242041653,622711.9808444338,1343.8812920585203,1444.181008025171,5097.791445730162,2183.363990503714,1291.1555572611885,2438.180053100258,58993.64371667508,42753.41213711088,307420.4253085196,91434.07901314169,26645.121471210427,30789.839383103725,1750.8320340458552,192853.22821441875,119751.40176382194,72773.07013701655,94104.21915510282,276599.5064861186,74582.50039957318
2024-06-10,7527.341475352542,509716.0673475789,756.3406467454292,5276.8953309798135,33953.52542777889,554929.6857660798,19879.705341953653,353125.56120241183,111945.87224568355,264932.88383954443,1016427.8565914512,2819.312455780648,37326.87027298613,6008.257150208596,5809.872811922787,1487.2100056902038,3849.50815001585,25221.466938349306,617545.1189842463,1317.8012964869304,1727.241923847422,5013.528935849206,2061.7403819157694,1115.517030046952,2400.085413295617,56649.670734196894,40354.30190396463,311128.8971755861,97678.76512169457,22981.44183540535,30950.714664476745,1566.561635694302,192348.71431922624,118407.95780125774,71001.23615244817,94520.69489988386,211607.04382085288,76781.49567950526
2024-06-17,5308.372802332512,507278.0947786459,619.3120537189104,5338.179787151144,27227.590888121653,645676.4995953938,19298.592257742923,357408.37524613604,109363.0483474322,246964.7955316476,1133963.6177879793,2847.8708834584736,32681.807352282543,6150.7923113124325,4705.726493935104,1225.7496933958523,3303.181724297388,22496.103867835613,617847.219964841,1546.799162293713,2245.699298282744,4853.98427891667,2107.612500688136,975.7581216851488,2291.375083104533,49017.36422178912,39346.72494704722,312441.1590455234,97213.60054286542,21927.9040554686,32106.297863156746,1474.289023987481,176501.72017791704,113337.28027330032,62895.66645850071,77730.28152132811,176720.60881591018,60302.74610157305
2024-06-24,5825.271728460492,477823.19462866447,592.5897754534589,4577.657677540009,23521.888316513658,642248.7187260891,17972.757244634977,354691.5971622344,107914.78072926764,213654.18105309104,1107449.430356049,2866.5361071585025,32000.024789080955,6074.7921463984,3507.404259059764,1196.8492131818275,3402.740548678008,21942.3775367891,604984.4576322673,1384.9193926865769,2350.175426646435,4322.084967234128,1904.1048142031373,933.7647841146716,1999.732594001583,42806.82741993629,38719.83449320908,299836.04371639626,85933.85025850324,20009.007630290835,25767.19520682575,1400.066379186496,152156.98153747557,113241.31382738822,55544.344340240365,75508.87929628495,153322.39776737586,47029.140961088015
2024-07-01,4957.956634072733,483158.4363313208,581.2737851400889,4353.360390320244,22598.37535630749,630787.7308494186,16940.358713890062,363443.3633837921,107937.0797325926,245697.7925578972,1079322.848184761,2866.5361071585025,30194.08154691058,6094.844376637154,2910.353766894016,1239.0376936972998,3101.062576245231,21478.436680882565,590857.7242760719,1366.3994502212536,2363.362504578587,4006.0697314920594,1732.368431048719,943.1456011145448,1869.5125497929168,48491.27056388329,38408.35458220608,301583.123916454,90773.10685766964,17373.247699002623,28838.8566756812,1035.0555863394195,152687.0071922401,113488.0057875818,50718.26391184728,72050.54569054885,137512.5530851099,55401.54562773773
2024-07-08,3306.906522925949,495837.73832508846,514.4271168609494,4249.802014263427,18620.23033861936,632625.6365794402,17794.555368121422,364533.7738833389,104467.9886115469,221958.29133022763,992073.3281905252,2866.5361071585025,27193.85909177368,5069.58072841669,2495.6409295912867,961.0252883597408,2877.973099088931,20302.771789295613,558944.0784159977,1888.6691423447176,2440.791620273514,4604.449889019844,1528.0828984310488,916.1185526681963,1840.634330366144,43072.853963405454,38645.967444284026,296273.0512628316,91454.30046382303,18090.706651321845,34558.44724796558,664.1515718834426,137618.178503796,107571.0733795474,42637.28586998448,67851.7710552829,119864.13767679122,55253.73308604962
2024-07-15,2684.80045842908,455644.2896902788,495.4445032734489,3967.957627503235,16745.189848874496,634846.1810792186,15316.84084908787,337084.9817493647,101437.49352183024,223969.46460329788,863257.9130090532,2866.5361071585025,27893.53138963888,4597.927998811096,2416.269009911849,881.6347625257933,2583.304531099104,19024.075354722485,530616.7310754546,2205.88263397073,2440.4454686199333,4706.014750325399,1429.734924993119,908.9272201331484,1825.684301990608,42125.723501425215,34793.05755997745,281177.30208780506,80629.48839012248,17633.60258883059,33794.89566958963,513.7205031103974,135479.33468000393,105798.0670486281,42419.89568046603,59682.43235157389,119289.61514446334,57602.594114210704
2024-07-22,2433.434763417721,409609.1483791201,486.1294235806313,3825.209275451301,16706.594772574867,600019.3156988717,14736.072331355666,353871.77994381427,97543.00460757752,217303.3357020112,783835.7293763548,2866.5361071585025,28071.06446605804,4423.784017662834,2022.1451427019088,827.976006940451,2367.8842068363333,18403.223176326435,498983.4457705168,2312.5648495607525,2364.229243433556,5050.529856133597,1500.2535507844757,872.0840813166908,1815.8527561037129,45542.68306773976,29008.09153295114,262448.4017671711,78555.00559416585,18427.329266613902,33627.76487406272,406.8810186013483,134367.8768411587,102683.30863295852,41248.77229717011,51114.14320545829,123782.55311733304,50690.710704214274
2024-07-29,2196.8954652296343,378264.2774326871,458.28555805292063,3745.1553132164113,16197.382029358085,505067.4484854504,15034.334088358037,354316.55737149215,93572.7673220187,226136.9418622449,727910.6258470479,2864.569912361979,27641.12020738381,4033.606728231576,1619.0484925818405,768.9986394877802,2092.889012470504,18086.95090817,472900.82298712217,2301.971784522372,2230.04451979072,4971.69506634656,1518.082338976053,863.3494561503785,1740.4976983055938,43213.07380549966,29505.03323267893,259560.58517498817,78247.67388249033,14239.167991735578,30695.980360460533,403.9686498548412,122445.2873575306,99821.31437913916,39517.38956649848,44991.59348146369,118390.45179741672,46254.3136200286
2024-08-05,2146.039122273909,345770.7386008274,437.13230980697546,3215.744772085945,16161.7670478629,392117.5384868661,14076.8343475826,331959.03415469994,93461.18924905606,222983.65791533576,621180.8770106332,2840.3619729083607,26781.42905029171,3487.282227760987,1267.6314678304916,756.555089048569,2008.020075785872,16994.5084371386,434004.0787961041,2301.0449600387988,2075.955196797965,5158.371951589946,1323.393585879438,868.766694442722,1702.7116862844932,46071.44215534874,28230.85589832834,260536.6742009568,77728.12603363181,18470.48913020992,29193.597158557983,351.8125066937252,117380.14493318408,94247.05491436008,34093.315209061555,43451.010078593565,117881.02032189284,46695.35267388538
2024-08-12,1955.3304767835864,361387.0449596847,409.77085978180514,3389.1373219991992,16206.749850204487,401201.3892085431,14254.966875582106,321786.65009230044,93471.63299653358,213123.51768278627,604025.5204962197,2840.3619729083607,25938.13096543864,3409.4421138418666,1485.598626427563,755.0413544975956,1787.5074520617395,16730.13248381974,430977.0179205095,1996.8641021462065,2044.6791251676063,5084.452831070105,1353.1599050371597,861.568618287657,1659.6969032448865,44903.71060269952,27743.264102386434,251890.86766085503,80328.14293084049,17655.97434581451,26367.16078759041,303.6027752502717,120731.58318110858,88717.64541827193,30803.91783804565,43709.190524561534,111404.02226610744,44510.43693812909
2024-08-19,1978.825333408764,359535.2877785882,430.8854622222747,3272.357850374113,15443.080464807212,397841.8084342838,14070.096671498,321105.49909835774,93110.18586753352,209967.60784235445,582166.0507834108,2840.3619729083607,27342.34402656608,3533.631411291305,2452.2877417963664,763.1607621863516,1705.4000329746764,16672.311686485886,427846.8023907976,1869.438157701077,1972.8269120179373,5174.386050638887,1298.9606489127448,853.4032411663055,1589.6031696283155,46916.878782696185,34563.66664832839,266761.9457478784,101506.87108550078,18503.860973302275,24637.229649681267,261.87570704189005,115263.40892069958,82268.04536515988,31179.16855330033,42618.7647665817,117851.39205519778,51888.20971208464
2024-08-26,1753.2768465931022,337108.45066848,405.1693161349444,2892.354994501693,15451.09487626075,383357.1481638603,13843.48340587728,274850.11974251724,92987.65203671966,215952.0114939368,575186.8296861298,2840.3619729083607,27010.81485135608,3486.6525754671216,2377.0420798034293,768.824480997885,1639.620088312602,16587.16316386031,414859.2092049647,1833.633215486064,1968.4797874814687,4638.075719584659,1116.0860721167078,809.5364312300383,1498.6428452800142,50783.95534850774,34525.250208704485,264140.21128355985,100046.61959114092,18318.22573948829,22910.349550464405,241.87122601616176,109609.10016058404,79950.13724319979,30572.061204183607,41134.39504196979,111798.48358559202,51582.0085416367
2024-09-02,1728.5439039326393,322370.8379017,405.8858127054919,3187.816039597943,15503.98473055873,354227.5297331988,13601.628807024286,276022.5577351054,88704.92628484407,200049.2351359065,605050.7907093588,2839.744011636384,27193.49953307166,3224.8975750687723,2055.487956175708,779.6660541343546,1657.9633626146235,16964.38311163957,424220.7870740293,1864.7406116652016,2012.420045589913,4463.79145413492,1256.7836822185516,798.5061095691142,1511.615339512944,44619.17160789736,33779.26792131307,267198.13406071084,92178.56996470803,16990.16505004655,20193.803869053525,207.3250016602713,108003.5306701829,79551.89515937085,31226.232495401127,39362.44773094368,106003.62431812852,51822.4907125036
2024-09-09,6262.610573334714,481016.2701524511,551.3745618795917,3454.185086749965,16149.780911811276,303606.577661566,17617.80980858047,298086.4888064881,92286.55882505872,229780.1838140344,551280.2563415882,2499.68153940308,30469.8551173716,3047.4556967398844,2080.9122616527143,810.8706597706752,1721.5747140569472,19608.970587619708,380117.4123610936,892.821255583262,1777.3219181099837,4314.558357235453,1248.815038535645,1436.0057574423736,1555.5469700500144,51485.972802146185,25914.687153414725,270697.3864034684,96551.91133091932,24296.49875536344,27944.71212934642,274.7826833604537,112452.38483833216,97830.81308152106,55263.550406003975,73849.05073357778,113303.3579801604,52992.29381625312
2024-09-16,6834.696372293155,469762.8096916367,658.5474400042477,2766.599943969476,14657.678183911648,273361.22495185066,17894.00524440154,300161.38847697404,86194.00877654905,219314.39674312324,512038.7628640551,2400.746648497417,31726.17249648865,3125.33820454465,1429.2442193181612,884.0243707741658,2819.244031873074,19162.43232359077,358541.5634693403,703.4391196864649,1191.7044778045777,4174.00212506746,1006.4496462978252,1576.119246220019,1503.2485302484029,41691.029464118,26398.89722246505,268647.7522846182,86281.80014379171,15910.267290711468,24605.06732260522,360.8735084172876,114906.74148875776,96442.30615575502,54798.867215918886,68286.89724583886,114099.33000528236,52039.77045870894
