# General
## Title
### Hydropower Generation (Pondage); data for ENTSO-E PECD Version 4.2; file version fv1
## Abstract
### ERA5
## Date
### 2025-06-17
## Date type
### Publication: Date identifies when the data was issued
## Unit
### MWh
## URL
### https://cds.climate.copernicus.eu/
## Data format
### CSV
## Keywords
### ERA5 : reanalysis : Copernicus : C3S : C3S Energy : ICS
## Point of contact
### Individual name
#### Alberto Troccoli
### Electronic mail address
#### info@inclimateservice.com
### Organisation name
#### Inside Climate Service
### Role
#### Owner: Party that owns the resource
# Usage
## Access constraints
### Intellectual property rights: The IP of these data belongs to the EU Copernicus programme
## Use constraints
### Creative Commons
## Citation(s)
### Hersbach, H.; Bell, B.; Berrisford, P.; Hirahara, S.; Horanyi, A.; Munoz-Sabater, J.; Nicolas, J.; Peubey, C.; Radu, R.; Schepers, D.; et al. The ERA5 global reanalysis. Q. J. Roy. Meteor. Soc. 2020, 146, 1999-2049, doi:10.1002/qj.3803
## Temporal extent
## Begin date
### 2024-01-01-0000
## End date
### 2024-12-23-0000
## Temporal resolution
### 7 days
## Geographic bounding box
### westBoundLongitude -31.00
### eastBoundLongitude 45.00
### southBoundLatitude 18.00
### northBoundLatitude 75.00
## Spatial resolution
### Pan-European Bidding Zones Onshore
# Lineage Statement
## Original Data Source
## Statement
### The original data sources are ECMWF ERA5 Reanalysis (available at: https://cds.climate.copernicus.eu)
#
Date,AT00,BA00,GR00,HR00,LV00,PT00,SI00,SK00
2024-10-07,104171.3333117802,7317.589449725443,638.162054377155,39065.85702712329,19251.0550007988,6554.567665377402,89495.71567032332,13292.976101266291
2024-10-14,90007.83834354942,6654.160745215103,653.9246247671003,34971.310895444505,19363.42567557365,7890.39528376408,81509.47501234002,12088.441828262468
2024-10-21,75536.06692204897,5897.860268856926,648.5773977176352,33060.59429498162,19337.07654132772,7706.146440049912,71829.59224315466,10634.58270209664
2024-10-28,61494.847147478096,6069.177032487434,656.4397018092568,26936.685584025432,20567.993949119413,9000.94733559889,54927.71694754454,10240.439813010962
2024-11-04,58359.49064563121,6964.273913550043,677.7733501027991,23994.18510250375,19138.16039065622,9269.439930627195,51528.73809371716,10549.81155068946
2024-11-11,64359.97101982477,6837.405522713995,617.4249160411865,22733.02926641873,16216.776572230883,10611.616859204178,49018.90317951195,9807.132435572355
2024-11-18,66777.06213852695,10819.336304036611,665.6675922656647,26988.650191528,24438.8766422242,11708.049036887123,55076.12147036369,10189.363112614772
2024-11-25,66439.57841731347,12353.156678054362,766.0303821913288,29192.80664410772,26437.293752813763,12387.412413095191,55149.148929332936,10143.318476275204
2024-12-02,63783.739986076085,12724.61562300882,1028.386669807106,28172.81580499416,25689.6734462505,11056.783674404993,43625.01609264826,10002.722903901376
2024-12-09,55796.56541451581,11382.861927151762,1158.43381111784,27794.992677312457,30718.07892110877,9198.144838808335,39487.86195393944,9591.80966363571
2024-12-16,55856.89122890604,12496.460091573044,1173.5232346180942,29191.73141326124,40657.41783412285,7763.324336413101,46569.08975442479,9687.17890183824
2024-12-23,47162.57127072607,17879.25026893079,1117.072615403477,30426.202248123816,44498.438256744994,7001.919139972601,41166.86130684016,8795.331299135883
