# General
## Title
### Hydropower Inflow (Pondage); data for ENTSO-E PECD Version 4.2; file version fv1
## Abstract
### ERA5
## Date
### 2025-06-17
## Date type
### Publication: Date identifies when the data was issued
## Unit
### MWh
## URL
### https://cds.climate.copernicus.eu/
## Data format
### CSV
## Keywords
### ERA5 : reanalysis : Copernicus : C3S : C3S Energy : ICS
## Point of contact
### Individual name
#### Alberto Troccoli
### Electronic mail address
#### info@inclimateservice.com
### Organisation name
#### Inside Climate Service
### Role
#### Owner: Party that owns the resource
# Usage
## Access constraints
### Intellectual property rights: The IP of these data belongs to the EU Copernicus programme
## Use constraints
### Creative Commons
## Citation(s)
### Hersbach, H.; Bell, B.; Berrisford, P.; Hirahara, S.; Horanyi, A.; Munoz-Sabater, J.; Nicolas, J.; Peubey, C.; Radu, R.; Schepers, D.; et al. The ERA5 global reanalysis. Q. J. Roy. Meteor. Soc. 2020, 146, 1999-2049, doi:10.1002/qj.3803
## Temporal extent
## Begin date
### 2024-01-01-0000
## End date
### 2024-12-23-0000
## Temporal resolution
### 7 days
## Geographic bounding box
### westBoundLongitude -31.00
### eastBoundLongitude 45.00
### southBoundLatitude 18.00
### northBoundLatitude 75.00
## Spatial resolution
### Pan-European Bidding Zones Onshore
# Lineage Statement
## Original Data Source
## Statement
### The original data sources are ECMWF ERA5 Reanalysis (available at: https://cds.climate.copernicus.eu)
#
Date,AT00,BA00,GR00,HR00,LV00,PT00,SI00,SK00
2024-04-22,101971.28687676128,9072.608667646226,942.4888806185982,29715.06385661623,78997.46119999484,14772.853743653855,65213.21755400171,13397.874225701937
2024-04-29,132966.03989619474,8143.146313894524,867.8875110177167,29655.93676906274,63543.65838688304,15400.702837251114,69710.93273825945,12010.514389688477
2024-05-06,137006.09939922523,7299.641593870641,839.2031893450408,28782.714259196404,58140.31420284113,13307.963659105746,62324.15288970431,12060.36724572494
2024-05-13,141486.28924398555,6771.863471514943,814.5718503229605,29155.32853414363,49663.51316069946,12455.83419019442,75218.81006877209,11919.224139897036
2024-05-20,146805.36843550688,6559.0200290619005,849.5620199257525,29733.18627239197,34086.88158395615,11272.8671301431,77917.36595164545,12129.35006292258
2024-05-27,144197.11860890282,6101.780505950475,855.5780773074135,33493.36013857285,29727.73485127406,11649.207078895852,84576.47453187927,13538.109362353858
2024-06-03,146447.79430421247,5069.93017791116,1373.9097836941698,31276.269196426536,24786.3141364063,11759.499686126264,83980.39364731623,17236.322518793873
2024-06-10,143174.69576116357,5083.438566263524,1449.310157016492,32406.75427424968,21690.03554173972,10957.312219269676,86512.89005171997,17285.658551450713
2024-06-17,139488.98919744772,3879.086467194597,1501.5606544237653,29816.4378574694,19462.271403206323,11103.256102667538,79136.25880021743,15336.024920020738
2024-06-24,123455.61267058853,3716.669183212061,1510.8459035635842,29130.845813603955,16090.114724491475,11283.476073672457,70777.95988568,14324.261046874117
2024-07-01,122600.23366622358,3583.286061032291,1484.4093604300451,27769.42237499772,15364.192178367584,11290.316505791854,66159.0480571922,12876.311900702516
2024-07-08,127296.82440558291,3146.0136247311307,1389.831872304292,27072.053578258983,18183.52880566339,11152.04856306515,52622.44114986225,11955.955743948276
2024-07-15,110282.12876387514,2986.3911927599547,1370.156702582919,29495.536243836228,17643.84357701372,10513.770610401854,50859.95684084559,10906.682512893767
2024-07-22,96616.3623376662,2972.9619284535165,1228.220647550334,28955.045775576065,22479.20812047768,10111.4698979589,51531.22875669252,10326.728958575646
2024-07-29,84389.39617375533,3046.809928186787,1056.7845772113558,29210.670085420858,21773.612586156625,9613.490191242556,51911.83266594454,9754.786083078276
2024-08-05,76116.26588961088,3143.167068160621,1036.424872832628,26648.745207783955,22757.05282135324,9218.832287894931,50539.58927039275,9629.718936435393
2024-08-12,84210.8917585912,3173.6658908735803,1019.6967011514872,26707.756310191588,22786.43013920984,8890.495990339512,44234.55052296705,9547.11138979837
2024-08-19,81122.128303692,3198.538199408894,1011.1161125540395,29911.89540998629,26957.240148478628,8709.931681685493,48332.0034552206,9256.875332715425
2024-08-26,71932.76763603509,3200.4677423303183,1017.4452679553352,29339.185775199014,21196.63648886707,8428.988227196953,43786.72969210969,8785.137313213834
2024-09-02,70650.9226725718,3193.675303481405,1004.1552581920896,28822.979349595666,20708.53652953523,6585.856034433766,43289.750395890616,8268.345047719413
2024-09-09,131508.75487448424,3756.4720046667694,765.0563980818591,33356.721100099065,19613.439625291103,5869.578532197159,67649.84992929007,16101.646597827375
2024-09-16,124765.00311382354,4443.383854877823,641.398753773235,34476.66224418387,19192.230633738847,5461.428413715057,65857.97020114263,15029.642456285412
2024-09-23,123842.52667765252,5139.870154440031,624.4057949490125,35702.93922055755,18506.653392643308,5800.555169947437,70301.16608514398,14706.9177595744
2024-09-30,134941.40172384147,7193.7869203695145,625.3008298326693,38768.41358926315,17082.456888381756,5679.415130383207,87797.0022336195,14965.230932066774
2024-10-07,129624.64856395387,7317.589449725442,638.162054377155,39065.85702712329,19251.055000798795,6554.567665377402,89495.71567032332,13292.976101266291
2024-10-14,112000.43277131002,6654.160745215103,653.9246247671003,34971.310895444505,19363.42567557365,7890.39528376408,81509.47501234002,12088.44182826247
2024-10-21,93992.6159855213,5897.860268856926,648.5773977176351,33060.59429498162,19337.07654132772,7706.146440049911,71829.59224315466,10634.58270209664
2024-10-28,76520.55221495838,6069.177032487434,656.4397018092568,26936.685584025432,20567.993949119413,9000.947335598888,54927.71694754454,10240.439813010962
2024-11-04,72619.0999463365,6964.273913550043,677.7733501027991,23994.18510250375,19138.16039065622,9269.439930627195,51528.73809371716,10549.81155068946
2024-11-11,80085.74297558326,6837.405522713994,617.4249160411865,22733.029266418733,16216.776572230889,10611.616859204178,49018.90317951195,9807.132435572355
2024-11-18,83093.42826526931,10819.336304036611,665.6675922656647,26988.650191528,24438.8766422242,11708.049036887123,55076.12147036369,10189.363112614772
2024-11-25,82673.48347462885,12353.15667805436,766.0303821913288,29192.80664410772,26437.293752813763,12387.41241309519,55149.14892933294,10143.318476275204
2024-12-02,79368.7151439651,12724.61562300882,1028.386669807106,28172.81580499416,25689.6734462505,11056.783674404993,43625.01609264825,10002.722903901376
2024-12-09,69429.94730887617,11382.861927151762,1158.43381111784,27794.992677312457,30718.07892110877,9198.144838808335,39487.86195393945,9591.80966363571
2024-12-16,69505.01318584122,12496.460091573044,1173.5232346180942,29191.73141326124,40657.41783412285,7763.3243364131,46569.08975442479,9687.17890183824
2024-12-23,58686.315438078,17879.25026893079,1117.072615403477,30426.202248123813,44498.438256744994,7001.919139972601,41166.86130684016,8795.331299135883
