# General
## Title
### Hydropower Inflow (Open-Loop Pumped Storage); data for ENTSO-E PECD Version 4.2; file version fv1
## Abstract
### ERA5
## Date
### 2025-06-17
## Date type
### Publication: Date identifies when the data was issued
## Unit
### MWh
## URL
### https://cds.climate.copernicus.eu/
## Data format
### CSV
## Keywords
### ERA5 : reanalysis : Copernicus : C3S : C3S Energy : ICS
## Point of contact
### Individual name
#### Alberto Troccoli
### Electronic mail address
#### info@inclimateservice.com
### Organisation name
#### Inside Climate Service
### Role
#### Owner: Party that owns the resource
# Usage
## Access constraints
### Intellectual property rights: The IP of these data belongs to the EU Copernicus programme
## Use constraints
### Creative Commons
## Citation(s)
### Hersbach, H.; Bell, B.; Berrisford, P.; Hirahara, S.; Horanyi, A.; Munoz-Sabater, J.; Nicolas, J.; Peubey, C.; Radu, R.; Schepers, D.; et al. The ERA5 global reanalysis. Q. J. Roy. Meteor. Soc. 2020, 146, 1999-2049, doi:10.1002/qj.3803
## Temporal extent
## Begin date
### 2024-01-01-0000
## End date
### 2024-12-23-0000
## Temporal resolution
### 7 days
## Geographic bounding box
### westBoundLongitude -31.00
### eastBoundLongitude 45.00
### southBoundLatitude 18.00
### northBoundLatitude 75.00
## Spatial resolution
### Pan-European Bidding Zones Onshore
# Lineage Statement
## Original Data Source
## Statement
### The original data sources are ECMWF ERA5 Reanalysis (available at: https://cds.climate.copernicus.eu)
#
Date,AT00,BA00,BG00,CH00,CZ00,DE00,ES00,FR00,GR00,HR00,ITCS,ITN1,ITSI,NOM1,NOS2,NOS3,PL00,PT00,RO00,SK00
2024-03-11,60511.97140355979,2813.62899543379,5278.289098892168,32893.17857680339,578.9099844014917,3553.213915371264,7026.6090191268495,25519.378175614725,9983.871634418065,16700.815306378314,13096.93262481822,48725.88240438321,1.6660414536752932,2909.3116260849624,16375.319860402911,10609.925835207425,4797.609836664433,130911.06684823056,24200.20053399221,1500.481085327405
2024-03-18,65755.04633372482,2212.344748858448,5404.932518352249,34704.37197951797,615.6615991861648,3507.623546227903,5773.940059954975,25911.73480245831,9249.95042890724,16115.08442143803,13147.375528161105,45739.77018481584,1.4694109159827842,2859.794805459671,18155.33354254393,11352.965779160497,4562.202210044189,94100.20931817686,24209.375624746022,1332.1803650975608
2024-03-25,68497.39446064546,1303.3841324200914,7822.416967604672,38398.11006755094,645.2796925511471,3245.800354412669,11316.249681822705,25736.76993382573,8901.994349695235,15862.9595054042,13629.079762591418,52670.77568420586,1.4274770800051333,2611.8180007288,24029.22952375084,10868.981704203206,3802.83391473248,272298.96290282527,26489.28775139294,1231.9302088881943
2024-04-01,92614.21633461972,1668.14897260274,8874.824583134336,48428.57499461171,699.9225301232052,3128.4200791851126,11809.76861991941,26109.91599202118,8193.033596722289,14957.433326152275,12769.592428517377,54561.76833554629,1.4147774858724032,2255.4562922573814,20251.00763484073,11082.40764572248,3921.5195750826665,171718.03167917565,26778.23316613212,1359.3928751103228
2024-04-08,132382.32081626743,1436.5507990867588,6510.7708046867565,67205.61049952968,663.6805687803773,2861.673276473345,9070.359649220893,26203.723054351245,8408.886819940737,13398.887896969374,10323.070296462622,68540.77336780385,1.4038070445985489,6263.007039946829,89937.16572881157,41016.77477755216,3502.04293990926,114599.2243740558,25957.72466564424,1218.3584983294832
2024-04-15,106942.1952842798,2033.81107305936,9518.3392744601,49330.57784790014,707.8778867412686,3213.5033947280986,7987.960259287538,25860.648589269986,8306.344170983599,13223.595526897056,10738.869762078306,63114.128866913394,1.4038070445985489,2538.796583855855,21632.462840461245,11893.987535056538,3516.7157113381763,96567.11627808653,25992.132071540847,1359.8032087350407
2024-04-22,87998.43120936301,2099.260273972603,9536.863734712191,43677.09317330625,685.5268416412346,3007.6304156723445,8354.968471425896,25839.63611265816,8432.315013055442,12958.9891096232,10516.49435702803,61367.20139556444,1.4038070445985489,3284.5713342629333,20275.535823203205,11938.774170638024,3440.226915477117,80520.04567599506,23481.336092058715,1466.8979499604952
2024-04-29,121479.94587563576,1980.5211187214616,16401.09032202315,54002.65786434254,649.7948936362609,2613.256240956408,8951.069219793013,26317.64156238463,8039.417298964728,12929.755784108387,11864.540179710892,65965.37990739098,1.4038070445985489,12635.458915043677,80010.57433909134,43351.43890863879,3181.9991551129283,82627.68834456707,26295.06454847572,1259.593211501319
2024-05-06,166856.53169575406,2053.8470319634707,20306.29067193678,80444.9399690111,753.9872707132364,2507.324002344753,7090.643988589334,31379.420781738543,8290.825125816702,12719.672920326013,12193.045347156229,74900.3892590141,1.9189952788093168,11836.816509017615,79904.5136903022,39392.45209947531,2992.1223292456298,56024.64923558304,24297.13767727934,1205.4576047969804
2024-05-13,193969.08857010645,2134.018264840184,16983.644903275046,98303.64035300232,653.3968414151689,2387.8656912929,8478.423009122442,31056.28086140997,8022.63755425589,12811.70996036101,11045.990558943524,84787.19539278229,1.4318902487694578,12285.257699578196,96919.5580307629,40859.00051159424,2729.7090129749504,48954.645467718816,25758.69576778275,1197.3170009159126
2024-05-20,214673.35835225976,1760.7585616438355,15488.090174861478,101615.96196048398,621.094315361139,2525.93552137017,6486.673416945247,31793.53467098128,8911.731828404689,13131.822907882624,10682.337396070636,88476.30968805985,1.4038070445985489,11163.286466341273,104972.55162914762,40103.29107424422,2440.9026924553355,44461.77068983587,24381.3252209548,1237.3390200901165
2024-05-27,216766.3034290335,1302.304223744292,15965.255554318988,102451.09014133208,716.8469474398106,3292.622999727392,5649.748021180321,34200.06667352318,9156.31324346157,14902.079340114362,9535.39998066624,87983.6965540213,1.4038070445985489,10774.416997399476,96997.36950913226,39146.91221834797,1956.2247551282285,33903.38314816246,21086.381497356942,1287.6125271974695
2024-06-03,229084.7853169616,630.7608447488589,18265.72326747691,125517.14505627294,632.0336285746583,2885.515777886724,5808.469471113405,38957.93842218593,11099.414424690369,13598.3606878523,7786.511915065651,90220.41268124028,1.4038070445985489,9949.450738599757,84449.77646800366,37101.20750968877,1802.7505873436944,33938.83866067232,22787.40164719353,2039.82909931576
2024-06-10,227181.8890329945,637.4994292237443,13817.352072997715,114462.9763060622,566.6227376511808,2854.909900999088,4875.665736034014,38950.24996591721,12246.84037711313,14740.001649141688,7930.149295512862,92202.80665796774,1.4038070445985489,9400.687685378349,82477.75200866305,36991.336307654026,1664.7234632723903,21704.27614326135,20465.752447126943,2927.700415549203
2024-06-17,221781.8779272437,539.1392694063927,11370.04874695192,126919.20822747446,457.59174499830425,2758.218925270048,5041.723555028018,39197.490965212986,12811.033731402824,12739.750905709336,8368.989468925987,96473.65089746346,1.4038070445985489,8686.419941781776,74135.08246265705,23006.642261229936,2146.994862658402,26780.449734460395,25778.485379680704,2043.999194096804
2024-06-24,216361.9744239425,538.7054794520546,4341.54257189334,118007.12078718672,375.8582597490672,2687.173337451444,5205.420165682924,39319.989981212944,12869.955076041788,12858.071381415844,8823.071108192182,97478.4943688845,1.4038070445985489,8923.482173076056,44302.43817961553,24028.58214237346,2075.783276288025,24923.685739995934,26470.462614062388,1798.7063075875942
2024-07-01,207915.28977046968,411.01655251141545,2855.5528427289987,114102.23859048312,321.5137443201086,2885.6595274830315,5332.888279487169,39319.989981212944,12499.580390068488,12064.004242947336,8845.541308933522,97579.85580369702,1.4038070445985489,9201.624139754633,47100.005412161954,23943.973794245005,2175.728057954934,15946.158092703896,23878.07763446263,1566.9189096660357
2024-07-08,198541.2971004317,525.7071917808219,2963.5325498973307,113791.52843775424,459.8103971967898,2634.590182090512,5857.793889464552,39094.52457278112,13077.891546291346,12150.811515374502,7480.397056794172,97018.70207566745,1.4038070445985489,8858.381385646548,52405.33380996896,23897.18426349956,2566.3436184970687,12960.176660596697,28550.5969522279,1342.1591899829834
2024-07-15,187643.6421368497,598.2716894977171,2885.077116777587,104971.91351614472,315.1372704049652,2335.635933766532,6232.4644265618135,38016.57729628634,13045.858828666367,13039.3178794116,6921.780408069954,96670.01889133349,1.4038070445985489,7636.086743988881,43703.19080267819,20254.694378053,2477.29714490912,11549.170760921015,26482.736911375003,1223.5302061103494
2024-07-22,173766.99196365735,687.9937214611873,3178.895153216089,97070.2240937064,293.6398046795523,2282.41203296995,6180.932777862576,36785.27750086014,12544.37432511447,12857.065789503384,6317.622869302834,93537.5435969896,1.4038070445985489,8604.525246043218,44180.38565005462,22818.7293131339,2536.8819889435126,4281.613058545286,25725.367380769258,1124.0131313621437
2024-07-29,147328.8167153318,776.6027397260274,2423.346267636435,85169.03856568814,322.3618935232284,2465.5128933395945,6259.272534518047,35916.31021347979,11719.23720467411,12944.011837216867,6439.288582134826,72308.73764234963,1.4038070445985489,7173.992410823396,31541.06077477209,26139.121952974696,2303.084195319845,2392.5168311799166,29461.155199624136,1029.233098871912
2024-08-05,141771.52464659035,840.0102739726027,1712.4815860299882,78214.6668237634,368.6274153950492,2281.051844584113,6207.080324725203,34765.12706044761,11168.958169564055,12059.995949285996,5379.9959116599575,61680.84231508433,1.4038070445985489,8279.077888422979,43413.68890495919,31433.82525432164,2120.684190323083,2409.72493501644,26721.36619332361,938.2338045585497
2024-08-12,137948.76011493045,858.5565068493149,1820.122609646557,73991.68548925559,409.2902271956596,2655.402852305453,5710.926893637672,34800.84767638437,11120.222343657742,11889.709830891365,5179.621174832918,60023.939484276605,1.4038070445985489,7824.402437905127,46293.64405330899,31251.99686589261,1883.665137770088,2322.020984152656,30783.133836862933,921.4630644498696
2024-08-19,133942.34116550218,780.2785388127855,1965.643779251636,64202.23861304232,423.7580033909801,2460.263466738685,5609.462765578217,32908.704700027185,11051.096514052468,13100.28306931488,4836.072123047333,58154.108747462815,1.4038070445985489,7888.0561683718,72154.14335043865,27232.460224875176,1706.1443664004871,7436.332411254188,31332.76564894397,900.6559745468227
2024-08-26,137108.97560087012,827.2979452054791,1933.1466063497248,61463.09725957228,471.1193398892279,2275.746668119983,5373.266328643557,29720.576415499665,10510.881807381043,12617.134919811737,4311.319955418526,57091.25846746556,1.4038070445985489,7798.769941824498,56885.34270475743,20890.783540850687,1342.7660575473758,8089.581499867128,29010.653559117432,863.6075541842531
2024-09-02,134772.87258820958,830.993721461187,1481.741333109001,58013.40515364752,514.6516703967447,2384.926276695258,4060.1282817237375,27189.167886162697,10403.82470213036,12673.218800096944,4747.234949042177,56126.86087041914,1.4038070445985489,5956.086334946801,48111.97213119808,25559.070201976752,1192.1447558525592,5193.216030436535,29997.09361861829,839.2931059453665
2024-09-09,142014.4859708239,1923.6923515981737,3517.881242119318,50641.28892557869,793.3853970837573,2529.162643830492,3728.997512287,29957.039031701108,8456.244787555688,15193.372722340691,6117.882319227201,60593.89668870437,1.4038070445985489,7856.743499960305,47563.367296313205,27699.315175822885,1761.8000085513795,5079.275725481852,24213.305802598683,1719.1487201573564
2024-09-16,138818.19467403987,1339.6957762557076,3030.275234655025,47163.63114294862,491.5203879281112,1943.463191043389,3587.583179498208,34965.8363092339,7316.235543604075,14439.409956086776,5640.423734741321,60084.735549181605,1.4318902487694578,5490.010073032471,31774.011221166085,20797.92164375354,1398.6809052556496,16877.174056412678,25906.695893415017,1706.6487705070017
2024-09-23,131109.85930975518,1128.5936073059356,5012.438483330654,50173.55809407025,451.77851746354696,2780.992911096755,3339.6589245959235,32181.41284333388,7168.780856621162,15027.100980898833,5562.967312967566,64889.85284817541,1.4038070445985489,6748.688578324328,31083.250989675813,16885.048242928944,1267.625638153158,39391.381050198135,23043.37007318661,1911.1655574083568
2024-09-30,121316.96113063925,7095.389269406394,4647.18163573334,45397.23927801404,434.029401152933,3062.4474827201857,3041.9097113697894,30942.673677248687,5805.757923091972,16578.21074918475,6269.067699267423,74220.7046753217,1.4038070445985489,7381.314647292155,23546.63044218978,20707.65345560505,1411.174359054968,39304.3535232314,21596.761196404183,2019.4432026704544
2024-10-07,116220.108170439,3403.192351598173,3612.883714408428,54593.36909740783,387.1627724652424,3649.020961083431,3874.600669676917,31449.44533230413,5654.642567886928,16311.12342151302,7117.509680056184,79207.98479492158,1.4038070445985489,6305.008058473582,34622.879824639844,20679.503372892344,1412.0846946994209,114593.4159459891,24287.329211147186,1744.5584053777625
2024-10-14,104729.21552289718,3284.6592465753424,3386.427817027788,59453.31766752394,201.72320379789755,3490.399836598924,6123.229551952294,36484.90719934116,4545.44684013725,14918.468972881336,8515.233097554898,80218.43516992028,1.7935277627511164,6622.451822441352,40150.38066210926,18096.30011719613,1097.8647988953055,118399.42863764754,29306.21989503456,1410.624000444394
2024-10-21,91012.1589446388,3383.207191780821,3235.8501471943296,57362.42253996555,328.31122143099367,3405.6626547096325,6334.562704183748,33695.51625770144,4635.94983047994,13856.98506276398,8229.803568416522,80135.6332892164,2.031272961348612,8676.386039602636,48239.11616169655,24241.01934694427,784.3122588130043,109733.63325614552,30637.95600836524,1245.4750238436227
2024-10-28,81997.71186014009,1742.1820776255704,3439.1107921294656,37018.522817146935,516.2001057985758,2971.492555698846,7935.13906382781,30220.05941241199,4206.981547277485,12074.53503218451,8411.66096764178,79517.60514210555,1.411232926692277,5410.083286201591,39928.97608066347,18573.48433234054,756.605703659105,100361.25760870372,29424.36378674458,1129.513179223843
2024-11-04,67113.39558853721,1482.227168949772,3388.938635697194,32262.2666971808,643.4001862778338,2735.75856281917,7672.7106643372945,29663.357507198605,3993.224536398413,11013.8580803605,8429.922495328852,70819.01587819103,1.4324096422459864,4946.813413898917,25900.10696645165,15155.601911379505,923.276363074563,62893.70498892044,28608.08479530413,1030.8523180030802
2024-11-11,60259.425126140864,2126.945776255707,3232.0015422399224,21056.05874776376,600.0157726193776,2788.199808008148,7622.658627968441,28745.98515640548,3685.831008188381,10425.89678193278,8671.911962629565,61519.77973001493,2.006477045332113,6625.289724096302,23568.0288345392,17837.953280219826,1137.83700887729,63253.7739332499,27363.18169706187,1018.456466455169
2024-11-18,50378.2931851613,9383.759703196343,3252.4449176891035,21832.10903746677,682.2400764511851,2952.070750881382,7056.065779443619,28486.38443293464,3922.640440430162,12892.387126302316,9731.036115833434,58027.96886991207,1.4345345151565698,3995.122708351944,19157.111311903413,8836.295076539967,1326.799979255078,43593.38095795737,24201.23598649281,1028.7706655728657
2024-11-25,47457.020577784126,7683.991438356166,3789.370512620944,19624.397127830827,691.2144039787495,2964.139684267644,7168.198748925473,27846.581288092595,5194.2815302533945,13276.774986485472,9335.008876049238,53027.35644798639,1.4207305044265668,3998.628741827933,32711.363757187555,10619.8633683425,1386.225222798215,46165.4947408771,22758.884440206904,958.3402789887944
2024-12-02,42313.25335535382,8364.76769406393,4632.871217602152,29761.9090425747,665.9101390301796,3267.574847765951,6490.237304405855,27329.95936511481,6672.149894394534,12474.789539579451,9990.833331495953,52015.80076263366,1.4450792996876416,3625.828673146002,23263.80709253337,9159.689823902412,1528.675658441092,37118.33586210859,21918.29101072085,870.4570046439118
2024-12-09,39631.07226303508,6678.44748858448,4746.264580648309,40697.22661754827,685.2045882219962,3033.086281881773,5723.958292914284,27469.74180363929,6281.291874533256,11968.461289110135,10420.912833207058,44968.46517254692,1.439771356832987,3631.085425972051,18906.141398408145,9879.082283783904,1635.8349277044304,42853.2345289799,23594.162253558443,818.0576900777423
2024-12-16,35013.244992281136,5913.660388127855,6599.101590942563,25761.465484611646,863.8338175652763,3116.0883480749003,4589.313298429521,25559.131264521955,6266.136135641693,13218.684204959449,10642.175080578889,39508.54996466523,1.4995629167782711,2942.5268211094394,29165.973572904328,11520.92044120937,2251.532974691733,46459.13863670857,24247.601534134614,797.2076395832339
2024-12-23,34038.05421971601,18304.13869863014,11398.736884549657,29116.5507480864,666.8688206171583,2891.127962431948,5111.243632997435,24543.41845360189,8047.515463043036,13554.22640186745,10468.558090711807,33951.69150126131,2.189129533367745,3759.1197075208856,27427.89435282088,15200.30364310035,2280.303200137332,40962.320130461456,21409.77476024936,743.7287369197045
