# General
## Title
### Hydropower Generation (Reservoir); data for ENTSO-E PECD Version 4.2; file version fv1
## Abstract
### ERA5
## Date
### 2025-06-17
## Date type
### Publication: Date identifies when the data was issued
## Unit
### MWh
## URL
### https://cds.climate.copernicus.eu/
## Data format
### CSV
## Keywords
### ERA5 : reanalysis : Copernicus : C3S : C3S Energy : ICS
## Point of contact
### Individual name
#### Alberto Troccoli
### Electronic mail address
#### info@inclimateservice.com
### Organisation name
#### Inside Climate Service
### Role
#### Owner: Party that owns the resource
# Usage
## Access constraints
### Intellectual property rights: The IP of these data belongs to the EU Copernicus programme
## Use constraints
### Creative Commons
## Citation(s)
### Hersbach, H.; Bell, B.; Berrisford, P.; Hirahara, S.; Horanyi, A.; Munoz-Sabater, J.; Nicolas, J.; Peubey, C.; Radu, R.; Schepers, D.; et al. The ERA5 global reanalysis. Q. J. Roy. Meteor. Soc. 2020, 146, 1999-2049, doi:10.1002/qj.3803
## Temporal extent
## Begin date
### 2024-01-01-0000
## End date
### 2024-12-23-0000
## Temporal resolution
### 7 days
## Geographic bounding box
### westBoundLongitude -31.00
### eastBoundLongitude 45.00
### southBoundLatitude 18.00
### northBoundLatitude 75.00
## Spatial resolution
### Pan-European Bidding Zones Onshore
# Lineage Statement
## Original Data Source
## Statement
### The original data sources are ECMWF ERA5 Reanalysis (available at: https://cds.climate.copernicus.eu)
#
Date,AL00,AT00,BA00,BG00,CH00,CZ00,DE00,ES00,FI00,FR00,GR00,HR00,ITCA,ITCN,ITCS,ITN1,ITS1,ITSA,ITSI,ME00,MK00,NOM1,NON1,NOS1,NOS2,NOS3,PL00,PT00,RO00,RS00,SE01,SE02,SE03,SE04,SI00,SK00,TR00
2024-03-11,127009.96919665148,85429.31864328236,96349.7054663993,23359.198643981712,250439.52014688548,17891.0708471393,18573.909097960863,1363880.2587074705,242764.8827727664,422354.1315516448,52649.37803014205,108895.03266602015,11170.585039514632,19041.52955369744,51439.63429597151,193626.8312718403,8655.286686684212,2729.656232164928,379.0562605605937,32478.203690644343,22153.60378928708,209434.57572678043,432910.7758116297,283097.2509121761,853334.1003114225,338571.2579561299,1029.0772085140327,326211.3099607437,67269.15425986995,13205.219268621078,401681.8265548865,714302.1213030537,263098.2081734204,45281.50597621599,29295.30840366056,799.0482288060508,481395.4630387722
2024-03-18,121130.12584164248,90432.53664501742,93174.5663558595,21333.338624498505,265103.4093198513,16880.732399689306,18833.635456974884,1201846.915780263,235750.4938905488,383487.6651864103,52842.25564835077,106337.82886613242,11068.74971846684,16384.825943843938,47030.8891496538,193991.70476430183,7796.241262279461,2319.0993575204698,397.8330218764813,33242.018858150586,21502.96639154085,197089.77399869132,428294.9619530677,267416.4883086662,838342.644861339,327706.28390436346,970.2890430247724,252472.3238066657,65947.66569784221,12606.148165031334,376785.3608802015,698025.1419930636,255764.09383728603,45640.67692648289,30249.130837493416,738.6590611305485,502647.0176695625
2024-03-25,112357.472653931,92368.24613692622,89750.01127188644,22015.83905940088,260890.62247804884,16025.17656338132,19885.27853194165,1725119.9259910672,234642.8795757866,414350.08155154285,51551.82433895944,104120.95043697007,11152.531789972198,18723.73162956119,45648.1631422846,268185.5110527759,6698.412175546413,2369.4597036743207,375.82405771432826,30799.72267560674,20245.95601500766,193675.17191864955,460044.0211548932,229022.90334303363,799159.5454177388,308912.11888568714,852.4209427260417,329302.9078408067,75924.07488222815,12263.464407218173,376016.7425297101,712402.4353386705,252818.36742903665,43979.70298631395,34409.45568809571,741.0254768042676,497036.41979760607
2024-04-01,101554.4082887835,98110.94872188724,81802.30155281087,22179.40848603298,260352.8814609108,15029.116042862372,21955.443568802963,1662524.0413240097,227472.35177200785,401224.86083289125,53262.99729815037,97742.95677503842,11211.362687021645,15272.752311326543,40299.4602844218,280670.9008905903,5454.572028426401,2275.0609845782965,425.8931442723796,24759.93488072892,17203.266115649913,198465.1680539866,486624.5631593946,268552.8739465309,824001.6431500087,309683.37245436816,962.916464564272,319952.9972319923,78557.30590232216,10214.808831104188,386275.703576124,735498.3210068796,266962.0045748648,46748.1293225561,36991.25575387164,686.8148692311306,516375.2161824228
2024-04-08,89532.35377936249,105290.5505298508,77763.06859734852,22812.13953469685,264087.74227644195,13528.157563050325,25976.546259710256,1587060.2495552674,223744.3515052064,382583.365947128,52408.52088629223,84036.39837367911,11397.376567358222,11472.37210009406,34518.349593815474,332896.5766965267,4869.306538971898,2161.6340365522387,469.34565511622594,17740.87159762844,17749.030116209542,175853.9153685191,359259.22199377103,165763.1283467536,789368.8480400101,285556.1884206812,844.7844579298019,281343.9701965871,78526.66641057003,10529.620190029009,331342.2833418235,727283.9098392547,271422.3705965221,39330.02650249918,27519.797641501224,556.0317454096277,506561.0898125201
2024-04-15,91725.49526129432,102869.4648343535,79995.34493123615,30506.80841198347,269898.664475966,14253.885591695893,23886.99646107542,1389892.4211821684,217437.1968820516,367121.9902036105,51140.16131115363,79124.27001234714,11813.337148051338,11267.365016271591,34766.170228408744,309847.5265000313,5890.318519937638,2074.6218880146766,393.29616926885865,24487.708091271943,19546.41394111812,182232.5889130104,416422.9372656288,178465.62867817722,789215.8917119358,278626.59705970617,900.6757993288543,233049.56979568052,81588.6511093674,6440.367871808442,326403.9705274725,757138.155654591,261162.71779324787,39758.111046719016,29271.5055934396,546.7061175817308,505681.5204340769
2024-04-22,91683.50894434896,101620.9274056712,76782.28869977889,31649.05008590402,264395.44674898835,12196.41047075097,22622.824659344944,1285544.8519889785,224137.35887845844,372108.40675279626,50879.52510980327,81288.03764689903,11495.90281376474,14181.88862063408,33895.387613430605,309689.9578087142,5306.1070158660405,1994.140457803546,413.1646544840305,26148.003216991445,21396.587396311214,179671.05159102057,358461.09626841947,181001.9042409889,790222.0779088304,267535.8500279093,870.9607213445347,207584.8866831968,79306.7280991038,7392.840191088333,315592.06860376894,750796.9565616971,251417.971458938,36673.34133164285,31080.370630377703,476.7359545085268,479732.0238330224
2024-04-29,92640.58428654227,107834.56209458718,70472.63886385367,31977.455301950176,276615.4843628102,11572.206495586452,27703.902571350707,1301001.7176515698,267873.9612680214,391104.54930854,51184.164714808656,75820.15931640168,11340.732484355876,15367.97751653142,39467.74681520584,318312.0873185728,4821.429791358771,1857.934813508636,394.3866986593492,23957.090814058058,17768.985999407174,187539.09286982848,319358.7868916171,146676.35190003988,722008.9796337741,250683.0343450674,749.6385449450406,195995.7976662367,75816.43939427196,9818.198398692852,308754.8514251433,742510.8906001439,237810.6242925037,24419.396453703783,34982.564284683685,451.751084110319,481803.3660620056
2024-05-06,87550.148774997,113709.9683562455,65248.93573567267,36798.39235970821,299682.1960092014,11538.935682525716,32406.888132504217,1122922.009827765,292896.40953551483,377093.9777758708,53831.668622112906,63615.52292305044,12553.741079594907,12638.495774324609,35548.491435197095,333877.8630147262,4530.796046331953,1762.358330374443,376.44787701007135,19701.63453619465,17506.38167754535,177393.4856382585,304428.0860108372,150903.7716917311,700287.8159778691,269339.58201491064,674.5040799062955,169437.4324018865,74069.4924755563,10252.311938203058,304269.24971432344,720573.4418862455,227896.9876773624,21362.55875501541,33711.98009092164,442.2872898611665,477946.1878343819
2024-05-13,88203.93194836423,130030.89023309867,61664.008221577744,37802.67180821281,325701.2011869437,11914.430596799471,40188.23199245901,1189977.5612473057,317120.3202518137,384769.7674274309,55377.31407515419,62745.88050607615,14301.389540037551,10311.62624981017,34131.32314459923,366384.7695941291,4169.042383300301,1717.4469566097396,454.95353818888094,17736.65311039891,17257.08754187149,176926.78315547926,276572.6306577005,171803.79904698033,631082.5835619183,335601.26808157144,595.8459678381145,161455.114458085,68856.496371426,10691.538463401248,301999.0801824523,686032.1966275091,197625.5856182949,15361.09509228498,42726.04192369399,423.6617941745439,441920.3242363274
2024-05-20,90760.61899437648,165911.2600811925,58144.87697433023,37245.822897683225,327003.84274228726,13573.011238129724,45481.63433075193,1058193.9944746224,296626.3607460492,388196.4296967585,57342.53689776028,62138.44037224942,14392.202490480451,11462.9022483747,34534.72283998309,386450.2233369982,4062.8596031617058,1838.5315410311364,459.86331411588,17729.48386593046,17268.811000365335,174195.95679616186,280211.2760050685,166122.3428867122,571842.2487278336,378769.1321931956,581.1267450950171,143271.72661329876,69322.3369389634,11329.96360232362,299223.3284068416,637300.0518602872,183117.16520727047,12439.60176002952,45554.31710274534,414.7661585397365,427795.94143265
2024-05-27,90259.8153848733,165002.76084765006,56629.13180190096,37223.40304107834,339018.5434442359,19308.53043047953,46757.45099878352,988747.7288014472,290628.6492194319,384577.3130063436,59546.08249154107,66423.50329863235,15365.246536243,10172.887226600218,32949.6647289407,393243.2646828656,3927.9946608783953,1726.17003962095,674.8228121957827,23861.24029129072,18012.1652368029,168714.43119561384,284421.4964607516,150648.85647449314,524353.0880458787,388850.7605662215,722.0993255625638,128109.57736209776,70981.12029819269,10388.031620586253,293908.8872477282,574772.1722920687,182733.29002421463,11945.75288276338,46635.9692268874,633.3503526244416,455426.33093230537
2024-06-03,95742.30253239333,198922.8578931627,53293.79739434674,36283.87055112683,363062.1721860373,20188.66605543777,46735.77289244178,971517.3128062098,266609.28917661787,370176.99363353854,75540.95983461913,59644.75316662972,16294.63303269074,8147.471591485921,28339.452687315486,394025.63294630125,4058.971024709691,1592.1044954007134,862.9142521645829,19343.621224770264,18684.29099236531,171007.97946527498,278645.71072699514,151230.5143926158,575065.7603765683,377111.9029215802,695.9368661666892,123513.80235076592,73143.79668282367,10383.306618444054,290484.72238576994,494295.1830370445,196090.15834063763,12654.857486941675,46789.90587647347,775.5203321770429,490836.4964585568
2024-06-10,99533.53855088328,180346.91939083644,56007.98831557966,35110.15250757499,353170.6482300367,20142.18610080217,43535.52610388537,957817.435171092,263039.88952743344,361526.5049977939,82220.09894879638,61810.59554097911,16515.960395706075,6874.82258441298,27354.97578333431,397778.4369778493,4131.87138017185,1391.8922841760036,1021.7303737745924,16684.21274037803,18347.392344621738,180907.88228758724,279485.588932777,184993.2221490018,630765.8298870067,381698.3921065285,795.8225839874309,107673.51013140084,75751.48386069863,7693.000441677887,294680.9861374007,580334.8848817258,190225.11142432372,15707.792326150357,45221.41728276275,807.0173842855717,499569.41577397694
2024-06-17,104552.0698490256,201610.9279172288,55415.27185403293,33186.64146788415,396555.0767541112,18952.949643192405,46827.056995490806,951737.213284766,241371.5859363556,383789.2525372169,85345.00508820792,55093.88914902466,18368.311438978224,6224.073118136569,23432.543926149083,403768.7161198551,4201.978824388708,1201.0524952183723,1026.398772620283,19407.43158057337,21689.10548222657,180011.08895024614,280415.40731463965,194948.1809691529,602526.8590795574,379724.5284269693,1017.153153834404,105588.17814832038,73795.55937972784,9511.813443536246,295871.84211219824,691517.5956551738,166154.96355841865,15301.10469561108,45249.88335015901,635.3867139440396,534592.835091589
2024-06-24,102020.6588284548,201176.20956048096,55612.06383233123,32560.690687211896,424992.7211726538,17290.675286817263,48992.02942337567,966001.0790749444,218287.6745259135,378066.2645700602,82792.3199926684,55986.61287299448,18701.171551628027,6423.070756020325,24075.70598882037,400429.5770861968,4398.403192531009,1147.6715444377892,958.1830049780216,15871.573376756483,16680.83077174074,181308.0964719624,282315.6883894606,184818.76930628647,541017.3068492487,393033.1712917461,849.2910785565135,101134.12707663768,71537.17860946814,8851.537239641348,298565.5085307357,578207.9029390028,149314.9148124804,13436.181692881652,39896.68469143695,595.6785769425633,531489.0660316569
2024-07-01,100872.04882223892,198587.6221714984,55125.99435313833,32795.30847669131,420246.5847657044,18395.802283751946,46864.92122482675,943090.2161054392,240969.9258161715,360456.2240498238,78401.38946268115,52056.06001753957,17661.00933314095,5982.636499416524,23152.25587287329,396419.5515287754,4320.553994975139,1116.933426707292,809.9767774695816,15462.262433520256,15397.125378336044,173124.42058101686,296691.7971465875,186677.81190200555,549489.8665790258,383004.225881813,829.0683776960628,100897.91886934568,71463.46846069329,7618.899848721337,314003.79235413665,521181.3611082296,186025.49601721432,17267.06549090442,36793.88421102381,516.200207239831,596223.8053289194
2024-07-08,105158.62616352152,194717.79308722733,54556.25202300969,29379.61715765883,419113.9891508555,21217.478932119848,46760.11711324861,914941.7854680128,212480.88364188568,352173.8198063433,85868.15314687321,48449.63443334687,18418.630357880545,5240.93372195305,21458.812028359665,388392.8187141964,4544.411620291526,1183.7349806039406,585.091730476258,17844.08732237156,19486.61783945829,177266.9846900103,317406.4749282851,191203.104867976,524966.2819092402,379709.1874402718,1499.5198252605871,98089.63442260554,72014.2873560923,11278.784783781855,315923.8734802888,446018.9794820479,209048.6177797445,25117.874345568125,30116.977825898684,541.2702662377081,623691.5670053496
2024-07-15,105301.3658578235,186615.32149298527,54383.55681408957,27933.603961283057,408367.1065954125,16634.204165270297,44814.44642953271,887805.6345885104,206560.0286919048,338361.83538820496,84521.23274420017,45907.63213672669,17990.975337156156,4509.577129457432,21127.841550879733,378147.9718183121,4548.258735526875,1038.0800900873016,470.2904288142252,19990.954273176703,20240.88733919934,181359.7118371772,344562.0903903645,183462.61167750973,525163.306064889,393685.5034537944,1187.4129168392103,89759.58388965725,68993.8731786799,11365.907908159255,322869.1484104764,602135.3012462849,205979.16269445635,24237.655337333224,28701.90159389581,496.5210340022776,583224.7516423787
2024-07-22,103526.19840189208,173641.67331574758,54448.02427600842,29071.346969854832,433889.7848077632,14561.925824000024,44257.34908686044,844101.7742459204,204300.1589193235,317326.448255852,78901.33982926494,42818.62677501591,17440.923888681064,3904.222461675226,18889.18107511,356107.08136380336,4439.600178968043,952.062559357128,407.9540375455616,19996.42890093464,18530.812597145912,181350.5647321368,337445.11580692354,206159.10096181487,541927.9842942212,387650.384647814,1309.86300634586,84004.872127202,65791.4044215104,9687.12534318987,326881.97010753263,603005.4679315614,212137.95125016657,27831.83795952523,29693.923755333297,477.6280352495702,585774.7575921887
2024-07-29,99803.05199249208,165171.83435525067,53228.1375752255,26583.7085887449,454085.35660711,13763.840555899593,42006.74959138562,807708.8489646293,212818.3039516164,304794.1679362474,70796.99841971588,42650.14158089802,17013.303838584387,3717.869023041407,19546.394571073844,334838.5624426821,4158.634724233581,911.5241478945196,367.1741374271469,19826.504828196536,17574.782124037618,187433.9910942073,344966.7561482101,191065.53029421967,601649.1000281498,373211.26619372726,1030.603658733188,76084.61480511165,63172.93982578739,9216.233666755728,338990.100635115,610658.7615068965,206402.7685352389,25630.85138213079,30331.960471411458,443.72633409688206,604985.0220357786
2024-08-05,94668.49152830723,157732.35045032357,50103.27123440358,25243.95145597837,457930.3336331681,10719.917129945145,38132.104405371785,752002.1769902959,205289.33944053063,282086.59103774454,68612.09379181179,43346.90881401827,16487.464131943332,3629.370495883907,17077.986699805762,323077.6732787026,3984.451262722253,896.2859634069106,318.72135522061427,19041.485960391627,17108.63719779295,182044.11358050228,339789.45877220214,203769.8510004884,529518.9187305698,376843.7177727731,957.4386705308424,78162.18309434726,61419.9974675442,11702.479371342248,342788.8973929831,692664.8741006625,210619.2157548524,23619.67604711185,28446.54727188576,416.7123050678613,585445.203243688
2024-08-12,90266.07547377991,155957.26927760636,46083.35603362126,23028.29350858936,458132.5426675224,10759.672210982611,37386.19111110388,718566.2127762678,193007.6705475966,283173.8906835058,67049.85906814734,45161.18147987237,16042.226090823531,3374.266483742289,15463.70693706856,318369.6347956561,3900.623914435761,909.7299816259429,270.88392677808406,18722.132537031124,16623.69831083049,190281.0323790512,334749.70293418126,206550.42986809247,527371.5250287611,373776.18883354927,877.2709029234322,79660.13964247146,61549.82020928276,14591.766530523018,345833.4255083714,728583.2622260425,201945.6408038902,19859.8309139689,26836.55852373084,424.3965123700261,588218.9439864141
2024-08-19,85008.48132513088,154197.59162246558,49082.64536271523,23076.79019275454,420345.1023006276,10553.422471242711,37494.50130382243,688759.8242257437,199257.34664238023,253890.8601542404,65912.5693576453,44768.92523625146,15990.324662238056,3205.148659259553,13615.66965208249,307485.25743169733,3969.819840949192,850.3409816882973,259.84611650289884,16977.021505654757,15575.725320840182,189171.6242303397,344092.0234718428,230858.56312473328,506723.79678627226,400419.9236574907,764.7678202609599,82445.64168341753,58053.525942191685,14476.278254827936,364165.7155013269,803308.3103210203,220874.0386172264,18165.36285557671,26657.51117568514,412.7303608579332,591345.7643546622
2024-08-26,78974.86781034624,154264.47594182967,44745.31665631417,24872.320889683928,422985.57281392807,10275.20083708251,37472.655232161625,676951.4453529789,214389.5233596048,247264.54192198103,62624.79709876942,44596.07149121059,16118.228457061972,3005.071580813255,12221.588267261275,294020.2795207704,3958.5166047150833,828.5393105128551,244.5301700075711,16131.743847494778,13668.615275947825,191238.6848146739,344984.20102352486,232351.1259404524,516866.6057491913,384589.9145779533,745.7672709275985,81832.54965740038,58624.68127709536,14060.54496905098,372717.7526409993,800620.3849783282,207476.65076397263,16187.48506104215,24868.68863190964,398.06651688445567,529733.6903249231
2024-09-02,74127.62323643136,155424.21691000226,42893.1832154687,23934.43331281014,418547.804648743,10465.910197957935,37364.34503944308,645358.8557471052,199709.6255669654,263175.4063092611,62086.56524886609,43442.27526611618,15907.782439577952,3181.3760269502645,11429.812113965389,305673.53650391696,3914.621561532986,741.900093659833,257.6305974090768,15120.58865027777,13971.784580492777,196619.35865334567,345499.7700670596,248408.89639653888,502088.88441095233,377540.79197779833,669.7715430580519,73481.88188552456,51615.18964198441,14365.992938220446,373488.9389808976,835431.9985905126,194235.63621086293,13915.65773936076,24617.072189187104,398.4536282279855,476057.9998723586
2024-09-09,83298.61672817211,168152.73626450013,54682.29894748272,25379.22894231219,333661.02775624057,37696.10696863468,34201.44949490465,623015.9437583758,224497.0051267235,253207.69276601743,50343.04780642342,55704.15619238815,16046.299670743165,3659.030639499831,14363.316370141005,286412.64537948294,3718.815983378339,658.4564914129671,249.1071633992535,15175.032626995617,12982.145210084534,195640.54821402256,341427.7657022127,285578.1222567156,540766.5128761664,375549.5856721369,1203.6321240885934,72060.42490389456,59005.64141993027,11578.40184225905,378645.1038265517,896825.3250103957,209023.85530603625,18674.388617375203,32575.79830750114,425.38471013138974,459639.6671286849
2024-09-16,78598.42565972758,149918.55137536654,56890.61387574753,24607.0271569588,283945.8080075152,37456.52506715255,32471.66167045405,610461.5088159831,214440.8725860149,240690.5482540211,45601.00363522,58734.598259533166,13765.974210775148,5006.79593732578,15584.234422080668,277241.8703523262,3497.4741887802907,693.8610350897043,285.4212153200643,10437.846380643265,13537.449471500186,205007.3130802479,337669.8545868227,268010.4660198311,586226.1366179874,374809.3475461535,950.1012796355432,77039.84166893654,60205.77755624143,10114.027173993774,380631.2091114449,714939.3673955547,180163.723762375,15197.756039281358,31577.540105258504,411.4732555246746,413659.1599265483
2024-09-23,78499.94178617414,140337.39265829077,60428.32186044031,29346.88358623817,303573.106770361,35626.792200848424,32351.260386827016,596517.042872436,257523.2133924455,267945.0053398807,43523.45535019501,59555.98999211209,15072.791633734134,5661.068439971415,13807.770428546197,312160.7064018659,3523.5003657879133,606.401041757689,332.2724819339459,9997.11197641988,12409.510242015733,218514.9638926281,335893.38524150866,269925.3203544305,667441.7725687384,341360.5611384657,649.2138351301898,77234.80878621778,62012.1766503307,9370.475520558022,378921.9363331641,755244.734429315,218371.4829539283,20015.6082886902,34978.13124252683,429.4713117248415,375224.76942423504
2024-09-30,77858.7285415705,128515.99087096596,72734.2364913412,29561.03268013465,318727.1303704267,30346.869724757395,26388.387387684936,571577.4338829436,248456.88507827112,264137.65212419734,40986.26668909642,67395.0538536453,12853.928286371663,7891.594055934072,18829.516804772946,338591.1971450745,3240.426643465148,648.2021073439894,386.4393836376136,17895.035121712615,12860.586978552616,232124.1534522375,344358.1406655689,244801.53788240632,693560.7690247239,318556.0911321987,661.1497614415512,80566.53488842065,61808.72330493664,9395.016790178915,383321.6949761403,621569.8196989904,197122.6429704853,19396.91362691548,44420.43690775997,410.3854489684203,332747.094084902
